spot2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,0.042394,0.5611,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.048791,1.02583,554.19,-13.1336,-47.8221,2.26827,0.00510083,12.9704,-7.05412e-06,-0.0821055,0.167954,0.167954,554.19,-13.1353,-47.8226,2.26753,0.00514742,12.9701,-1.41574e-05,-0.00948004
50.8664,0.084872,0.827264,572.907,-21.235,-166.512,70.1126,0.00506839,13.149,4.53428e-05,3.02194,0.099596,1.0018,579.441,-17.4475,-87.1551,3.82807,0.00597576,12.8566,-2.75958e-05,-0.0534733,0.174286,0.174286,579.441,-17.6342,-87.1683,3.92195,0.00612167,12.8535,-1.72228e-05,-0.0360997
52.8228,0.088207,0.593572,597.892,-25.877,-99.2038,16.5886,0.0054014,12.1298,6.92968e-05,-0.214763,0.06429,0.867538,604.522,-21.5724,-131.457,4.30715,0.00682655,12.8127,-2.30859e-05,0.0187678,0.163273,0.163273,604.522,-21.6958,-131.465,4.30798,0.00683449,12.8109,-2.18767e-05,-0.00741723
54.7792,0.04198,0.611364,622.789,-30.5704,-173.368,-58.1145,0.00582837,12.5636,8.8634e-05,1.44563,0.078542,0.713566,629.658,-26.3354,-172.92,4.86782,0.00754753,12.8695,-1.67442e-05,-0.0106163,0.083349,0.083349,629.658,-26.2716,-172.923,4.83008,0.00753041,12.8722,-2.70347e-05,-0.034347
56.7356,0.041829,0.689212,648.453,-33.7937,-262.736,-19.2025,0.00696161,13.0306,0.000140816,-1.16369,0.050172,0.678549,654.73,-34.2853,-227.572,6.87705,0.00912634,12.7197,-2.49269e-05,-0.119648,0.099183,0.099183,654.73,-34.2991,-227.586,6.89832,0.00902671,12.7236,-3.18163e-05,-0.0836102
58.692,0.073751,0.611385,672.912,-53.5524,-327.286,14.8454,0.0101045,12.7008,-2.14867e-05,0.0275772,0.097603,0.646676,679.387,-44.6735,-282.081,8.42031,0.0110688,12.4908,-3.91854e-05,-0.118328,0.154313,0.154313,679.387,-44.6578,-282.085,8.42148,0.0111923,12.4886,-3.62815e-05,-0.109591
60.6484,0.043033,0.662828,697.419,-57.5799,-365.336,40.1987,0.0126475,12.0117,0.000152156,-0.162404,0.103222,0.713437,703.569,-55.0104,-334.53,10.3111,0.0133455,12.2382,-2.83021e-05,-0.0842793,0.084385,0.084385,703.569,-54.9534,-334.539,10.3074,0.0134307,12.2326,-3.96966e-05,-0.105305
62.6048,0.076265,0.720822,720.811,-61.4042,-331.676,38.1725,0.012121,12.4393,0.000213595,0.839309,0.101493,1.00226,727.381,-60.5066,-378.501,7.4439,0.0146404,12.0978,-4.31797e-05,-0.102863,0.118144,0.118144,727.381,-60.4942,-378.496,7.45814,0.014476,12.1076,-4.7449e-05,-0.121519
64.5612,0.04337,0.429976,745.057,-65.8677,-412.311,-0.436793,0.0132184,11.7128,0.000215307,-1.27664,0.050222,0.504142,750.799,-70.9028,-430.205,8.16849,0.0165978,11.8136,-6.55817e-05,-0.168506,0.084913,0.084913,750.799,-70.7909,-430.231,8.15882,0.0165488,11.8135,-5.32499e-05,-0.147476
66.5176,0.043017,0.432457,768.065,-83.2874,-467.87,4.77386,0.0161192,11.7683,-4.67819e-05,0.0511705,0.051295,0.506139,773.607,-80.6165,-476.339,12.0834,0.0185873,11.4961,-7.43389e-05,-0.182733,0.084994,0.084994,773.607,-80.331,-476.39,11.9377,0.0184003,11.5056,-6.07329e-05,-0.191482
68.474,0.042877,0.488406,790.398,-89.3924,-497.637,58.9623,0.0158528,11.0534,2.39904e-05,0.129026,0.049332,0.503455,795.699,-91.0308,-526.575,18.9033,0.0202052,11.0627,-8.87753e-05,-0.240233,0.085295,0.085295,795.699,-91.1498,-526.569,18.9375,0.0203539,11.0575,-7.76886e-05,-0.22072
