corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.441749,4.08308,991.298,-451.394,-599.125,14.4039,0.0585532,3.35182,-0.000505024,-0.075103,0.481335,7.36602,992.378,-399.025,-575.125,15.7206,0.0603552,3.31209,-0.00029474,-0.168858,1.31212,1.31212,992.378,-398.891,-575.203,15.7175,0.0601806,3.31253,-0.000300674,-0.16092
0.312,1.08955,5.68147,991.131,-406.006,-572.483,16.8449,0.0519994,3.267,-0.000563196,-0.245603,0.828803,7.62831,992.241,-392.351,-572.329,14.2006,0.0585019,3.27602,-0.00030068,-0.158738,1.56425,1.56425,992.241,-392.521,-572.24,14.2052,0.0585032,3.27118,-0.000304754,-0.165395
0.324,0.425831,6.12365,991.206,-416.82,-581.767,6.92711,0.0590238,3.38253,-0.000439575,-0.189204,0.413592,7.63264,992.146,-397.036,-570.377,15.3249,0.0613855,3.30379,-0.000306631,-0.168869,2.19957,2.19957,992.146,-397.128,-570.326,15.331,0.0612399,3.30346,-0.000306162,-0.167853
0.336,1.33182,10.6613,992.248,-420.786,-589.511,29.9476,0.0567594,3.39698,0.000486282,-0.198869,0.496283,5.60144,993.51,-392.422,-573.762,15.9065,0.0616148,3.30708,-0.000278991,-0.167959,0.991631,0.991631,993.51,-392.381,-573.795,15.9019,0.0614948,3.30677,-0.000295118,-0.164639
0.348,0.894139,7.80011,992.828,-396.864,-650.997,14.4268,0.0555149,3.41828,-0.000723727,-0.160475,0.495069,6.2249,993.872,-388.179,-571.52,16.4585,0.0582792,3.27765,-0.000293291,-0.158274,1.08328,1.08328,993.872,-388.249,-571.473,16.4626,0.0582427,3.27596,-0.000295111,-0.164608
0.36,0.461786,4.49722,992.003,-434.759,-587.737,25.7145,0.0489085,3.41353,-0.000343684,-0.147511,0.506281,8.38754,993.19,-380.343,-568.539,14.4634,0.0579689,3.25015,-0.000265502,-0.157623,2.12916,2.12916,993.19,-380.32,-568.55,14.4559,0.0577771,3.24964,-0.000278895,-0.161988
0.372,0.521823,8.03557,992.304,-388.161,-613.703,35.5364,0.0516581,3.32678,-0.000388767,-0.271152,1.05117,10.1806,993.233,-378.255,-567.289,15.5064,0.0561958,3.22058,-0.000283881,-0.170712,1.03039,1.03039,993.233,-378.38,-567.212,15.5131,0.0561224,3.21895,-0.000284144,-0.166482
0.384,0.893046,7.50183,994.108,-398.57,-551.787,0.376452,0.0599608,3.2537,-0.000981184,-0.377154,0.643349,6.22138,995.012,-370.065,-561.551,15.4596,0.0556076,3.22718,-0.000303893,-0.157088,1.02091,1.02091,995.012,-369.951,-561.623,15.451,0.0554843,3.22784,-0.000294001,-0.166483
0.396,0.724659,4.67648,993.344,-389.568,-594.09,13.4622,0.0534593,3.23404,-0.000411286,-0.0430187,0.792018,10.8579,994.529,-370.914,-561.674,15.5251,0.0568282,3.21408,-0.000279686,-0.149342,1.03869,1.03869,994.529,-370.934,-561.649,15.5388,0.0567945,3.21182,-0.000288275,-0.158541
0.408,1.22304,9.51668,993.518,-345.74,-569.643,18.6106,0.0546725,3.20937,0.000102651,0.0162754,1.11123,10.3677,994.736,-368.446,-564.55,19.1303,0.0546408,3.24191,-0.000268151,-0.165758,1.65889,1.65889,994.736,-368.427,-564.577,19.1175,0.0546078,3.23964,-0.000280387,-0.163829
