vol1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,0.343266,2.79257,1012.97,8.84644,-557.376,-10.3396,-0.080802,3.40235,0.000406204,-0.0403338,0.166757,2.74012,1015.08,-23.8593,-583.833,-9.05732,-0.0389764,3.2898,0.000236632,-0.167003,1.0432,1.0432,1015.08,-23.8688,-583.831,-9.0553,-0.0389842,3.28844,0.000197496,-0.166864
0.104,0.459731,1.93736,1012.31,-7.45185,-680.617,21.1371,-0.0848719,3.52641,0.000152432,0.0454042,0.599938,3.02222,1014.31,-29.7273,-584.668,-12.7433,-0.0372784,3.28823,0.000215005,-0.166477,0.314546,0.314546,1014.31,-29.7404,-584.662,-12.7399,-0.037274,3.2862,0.000173735,-0.1674
0.108,0.198306,4.00167,1010.29,-14.7313,-679.689,-19.3735,-0.0700633,3.6528,0.00113699,-0.112,0.895557,2.7178,1012.52,-38.5739,-588.872,-13.4163,-0.0328669,3.3005,0.000186522,-0.168496,0.425325,0.425325,1012.52,-38.6578,-588.857,-13.4076,-0.032874,3.29884,0.000147782,-0.167932
0.112,0.167175,1.98965,1013.3,-30.3522,-593.874,6.91135,-0.0661898,3.55433,0.000734594,-0.57572,0.246667,2.48938,1015.32,-46.947,-581.121,-9.03794,-0.0314578,3.26615,0.000163446,-0.161883,0.42228,0.42228,1015.32,-47.0273,-581.113,-9.03136,-0.0314528,3.26454,0.000130583,-0.163524
0.116,0.210609,2.16846,1012,-37.3663,-638.453,7.61675,-0.0665922,3.4462,0.000816157,-0.234556,0.252338,2.87868,1013.8,-51.5552,-576.027,-8.63262,-0.0304239,3.22157,0.000135285,-0.159503,0.399064,0.399064,1013.8,-51.4516,-576.07,-8.65627,-0.030494,3.22078,0.000106358,-0.160612
0.12,0.340105,2.75412,1010.89,-39.2508,-654.602,-15.6037,-0.0642651,3.53712,0.000386454,-0.282721,0.257288,2.93934,1013.16,-63.1878,-581.498,-11.4045,-0.0250742,3.26939,0.000122913,-0.162619,0.441841,0.441841,1013.16,-63.2747,-581.471,-11.3847,-0.0250957,3.26767,9.16717e-05,-0.164491
0.124,0.556801,2.05278,1011.49,-47.0787,-673.987,7.93825,-0.0621313,3.5078,0.000763924,-0.500344,0.248806,2.54338,1013.15,-70.1882,-581.819,-9.43562,-0.025255,3.24113,9.53058e-05,-0.161912,0.423717,0.423717,1013.15,-70.1015,-581.845,-9.44586,-0.0253463,3.24052,6.66043e-05,-0.161966
0.128,0.46884,2.29052,1011.23,-48.9222,-589.627,-2.199,-0.0560793,3.56757,-0.000150238,0.14397,0.251266,2.59345,1013.33,-76.9486,-577.38,-7.18924,-0.0225842,3.2422,6.60657e-05,-0.15713,0.420176,0.420176,1013.33,-76.9472,-577.362,-7.17054,-0.0226655,3.2413,4.12689e-05,-0.159568
0.132,0.6249,2.69791,1011.34,-115.369,-625.082,-22.2355,-0.0388279,3.50086,-0.000255399,0.0735988,0.239837,2.13965,1013.31,-89.0454,-577.893,-8.75505,-0.0165833,3.2711,4.90792e-05,-0.163137,0.413046,0.413046,1013.31,-88.998,-577.924,-8.76715,-0.0166181,3.26982,2.1702e-05,-0.163707
0.136,0.225755,2.08944,1010.45,-98.9882,-666.488,5.26558,-0.047689,3.85081,-2.04229e-06,-0.241838,0.253895,2.46275,1012.23,-102.121,-580.526,-4.26006,-0.0154865,3.26243,2.92505e-05,-0.160193,0.425376,0.425376,1012.23,-102.178,-580.555,-4.28101,-0.0155248,3.26054,-2.97378e-06,-0.164933
