vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.34, 2.14738, -632.398, -17.5588, 2.33336, 13.9948, 1012.34, 3.21431, -631.27, -19.038, 2.85784, 17.2339, 1012.34, 3.05907, -631.424, -19.0081, 1.15087, 1.15087
0.11, 1012.26, -22.0755, -631.864, -16.5262, 2.34045, 14.0074, 1012.26, -20.6382, -630.672, -17.5178, 2.86174, 17.1854, 1012.26, -20.9706, -630.843, -17.5005, 1.17731, 1.17731
0.12, 1011.91, -52.6215, -629.738, -13.7659, 2.33585, 14.067, 1011.91, -50.8326, -628.613, -15.0538, 2.8674, 17.1987, 1011.91, -50.6893, -628.736, -15.0108, 1.18077, 1.18077
0.13, 1011.25, -85.5714, -626.115, -10.4418, 2.35079, 14.0186, 1011.26, -82.4737, -624.769, -11.676, 2.86311, 17.1975, 1011.26, -84.1104, -624.943, -11.6532, 1.19186, 1.19186
0.14, 1010.27, -119.73, -620.901, -6.1558, 2.33518, 14.026, 1010.28, -121.966, -619.347, -7.60069, 2.87757, 17.1962, 1010.28, -121.713, -619.476, -7.56246, 1.17977, 1.17977
0.15, 1008.89, -158.734, -613.645, -1.60109, 2.34008, 14.0455, 1008.9, -154.37, -611.333, -2.33822, 2.85887, 17.1843, 1008.9, -154.021, -611.522, -2.31325, 1.18072, 1.18072
0.16, 1007.18, -192.224, -606.386, 2.53157, 2.33996, 14.062, 1007.19, -191.685, -603.539, 2.29034, 2.8633, 17.1906, 1007.19, -191.562, -603.809, 2.30517, 1.17776, 1.17776
0.17, 1005.1, -213.395, -598.352, 8.545, 2.34096, 14.0559, 1005.11, -217.421, -595.098, 6.9189, 2.86505, 17.183, 1005.11, -216.663, -595.371, 6.93499, 1.18435, 1.18435
0.18, 1002.74, -254.751, -587.258, 13.0574, 2.34131, 14.3647, 1002.75, -254.041, -584.616, 12.015, 3.03409, 17.3258, 1002.75, -254.074, -584.762, 12.0417, 1.18079, 1.18079
0.19, 1000.05, -277.118, -575.863, 18.1767, 2.36471, 14.121, 1000.07, -276.328, -573.451, 16.941, 2.86802, 17.2274, 1000.07, -276.626, -573.606, 16.9678, 1.1497, 1.1497
0.2, 997.188, -295.652, -565.084, 22.6023, 2.34596, 14.0759, 997.204, -297.514, -561.439, 21.7451, 2.86586, 17.1881, 997.204, -296.702, -561.669, 21.768, 1.17875, 1.17875
0.21, 994.089, -323.141, -550.49, 27.8251, 2.34251, 14.0895, 994.107, -321.844, -548.247, 26.6233, 2.86328, 17.1917, 994.107, -321.933, -548.359, 26.6499, 1.1824, 1.1824
0.22, 990.743, -343.45, -537.746, 31.9858, 2.35018, 14.1044, 990.76, -343.022, -535.413, 30.9589, 2.86151, 17.2115, 990.76, -342.95, -535.56, 30.9845, 1.17277, 1.17277
0.23, 987.209, -358.965, -523.891, 35.2276, 2.34446, 14.0983, 987.236, -358.656, -520.849, 35.4183, 2.86466, 17.187, 987.236, -358.305, -521.06, 35.4416, 1.18004, 1.18004
0.24, 983.563, -382.396, -509.199, 39.3632, 2.34778, 14.1247, 983.583, -374.646, -507.724, 39.1661, 2.8669, 17.2044, 983.583, -375.166, -507.852, 39.1899, 1.18231, 1.18231
0.25, 979.788, -384.504, -494.553, 42.8243, 2.34949, 14.1016, 979.809, -380.21, -494.178, 42.8166, 2.85886, 17.1753, 979.809, -379.99, -494.264, 42.84, 1.15127, 1.15127
0.26, 975.866, -401.133, -482.172, 45.6107, 2.36134, 14.1019, 975.885, -398.808, -480.93, 46.1165, 2.87392, 17.2352, 975.885, -399.11, -481.028, 46.1392, 1.15465, 1.15465
0.27, 971.788, -408.115, -468.265, 48.3942, 2.35693, 14.1237, 971.826, -408.63, -467.713, 49.1252, 2.86447, 17.3496, 971.826, -408.496, -467.817, 49.1488, 1.17986, 1.17986
0.28, 967.672, -415.853, -456.107, 51.7613, 2.3552, 14.132, 967.714, -412.09, -454.525, 51.9256, 2.86248, 17.2115, 967.714, -412.595, -454.68, 51.9496, 1.15463, 1.15463
0.29, 963.505, -434.259, -442.343, 53.8382, 2.35805, 14.1613, 963.542, -428.465, -441.192, 54.5295, 2.87501, 17.2275, 963.542, -429.085, -441.327, 54.5536, 1.15528, 1.15528
0.3, 959.243, -419.159, -430.617, 55.8582, 2.35468, 14.1495, 959.278, -425.223, -429.324, 56.799, 2.86918, 17.2507, 959.278, -424.795, -429.478, 56.8223, 1.14816, 1.14816
0.31, 954.944, -433.317, -418.55, 57.696, 2.35718, 14.1268, 954.963, -435.713, -416.756, 58.9487, 2.86132, 17.399, 954.963, -435.592, -416.838, 58.972, 1.56395, 1.56395
0.32, 950.578, -438.736, -405.962, 59.2128, 2.5562, 14.3465, 950.599, -436.981, -404.581, 60.8536, 2.87177, 17.5238, 950.599, -437.062, -404.698, 60.8767, 1.1839, 1.1839
0.33, 946.171, -442.466, -393.873, 60.5003, 2.35114, 14.1439, 946.198, -443.164, -392.956, 62.5859, 2.86148, 17.3268, 946.198, -443.268, -393.102, 62.6085, 1.19487, 1.19487
0.34, 941.702, -438.677, -381.821, 62.8452, 2.35779, 14.1727, 941.751, -443.083, -381.256, 64.0944, 2.90003, 17.3271, 941.751, -442.827, -381.305, 64.1171, 1.15571, 1.15571
0.35, 937.256, -462.173, -371.425, 64.3673, 2.35863, 14.1602, 937.289, -448.318, -370.617, 65.517, 2.86573, 17.274, 937.289, -448.838, -370.694, 65.5409, 1.18126, 1.18126
0.36, 932.783, -453.698, -361.745, 65.4084, 2.35929, 14.1741, 932.822, -451.169, -360.051, 66.7755, 2.87973, 17.2042, 932.822, -451.078, -360.208, 66.8008, 1.18636, 1.18636
0.37, 928.266, -454.955, -352.747, 66.4223, 2.35933, 14.1712, 928.302, -452.272, -350.629, 67.9072, 2.86705, 17.2047, 928.302, -452.31, -350.806, 67.9322, 1.15356, 1.15356
0.38, 923.739, -464.269, -342.617, 67.0592, 2.36265, 14.1532, 923.774, -456.98, -340.957, 68.9604, 2.89433, 17.8212, 923.774, -457.397, -341.103, 68.9854, 1.15603, 1.15603
0.39, 919.197, -453.957, -331.254, 68.0293, 2.36096, 14.2, 919.228, -454.029, -330.495, 69.9291, 2.88795, 17.3731, 919.228, -453.963, -330.595, 69.9531, 1.15621, 1.15621
0.4, 914.645, -452.609, -321.228, 68.6833, 2.36631, 14.2211, 914.684, -451.799, -321.021, 70.7376, 2.88102, 17.2408, 914.684, -451.747, -321.098, 70.7611, 1.15145, 1.15145
0.41, 910.096, -454.905, -313.032, 69.3402, 2.35799, 14.1251, 910.13, -456.345, -312.53, 71.3721, 2.86052, 17.1818, 910.13, -456.335, -312.617, 71.3953, 1.17736, 1.17736
0.42, 905.545, -456.164, -304.479, 69.8403, 2.35577, 14.1518, 905.581, -456.613, -303.904, 71.9758, 2.86344, 17.1917, 905.581, -456.766, -303.946, 71.9986, 1.18135, 1.18135
0.43, 901.011, -453.949, -295.215, 70.4805, 2.36444, 14.1778, 901.039, -455.773, -295.278, 72.5143, 2.88164, 17.3933, 901.039, -456.054, -295.301, 72.5366, 1.18416, 1.18416
0.44, 896.489, -462.237, -287.205, 70.6905, 2.36523, 14.1954, 896.499, -456.668, -287.569, 72.9995, 2.87076, 17.2453, 896.499, -456.784, -287.637, 73.0239, 1.18815, 1.18815
0.45, 891.878, -460.614, -278.982, 70.4144, 2.3655, 14.1989, 891.917, -458.467, -279.704, 73.4159, 2.87027, 17.2036, 891.917, -458.552, -279.704, 73.4409, 1.18587, 1.18587
0.46, 887.326, -455.551, -272.527, 70.8007, 2.3559, 14.1565, 887.351, -457.378, -272.902, 73.8181, 2.86562, 17.2222, 887.351, -457.497, -272.932, 73.8426, 1.18144, 1.18144
0.47, 882.77, -463.197, -264.978, 71.3043, 2.351, 14.1349, 882.798, -455.655, -265.989, 74.1674, 2.86376, 17.18, 882.798, -455.826, -266.006, 74.1929, 1.18244, 1.18244
0.48, 878.238, -452.471, -258.973, 71.6347, 2.35291, 14.1196, 878.265, -452.544, -259.689, 74.4677, 2.86081, 17.1878, 878.265, -452.31, -259.701, 74.4931, 1.18211, 1.18211
0.49, 873.707, -451.294, -253.727, 72.1277, 2.36498, 14.1154, 873.738, -450.875, -253.71, 74.7328, 2.87139, 17.1937, 873.738, -450.938, -253.778, 74.7582, 1.16359, 1.16359
