corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.513834,4.57552,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.546942,4.13666,996.226,-355.552,-545.592,13.0744,0.0637402,3.16202,-0.000291422,-0.159953,0.434813,0.434813,996.226,-355.419,-545.682,13.0704,0.0636061,3.16192,-0.000298137,-0.157431
0.312,0.214857,2.02483,991.705,-385.791,-550.08,0.388297,0.0487827,3.2341,-0.00106782,-0.137525,0.240436,3.60561,995.946,-355.811,-539.933,12.2175,0.0625043,3.12998,-0.000275248,-0.159831,0.523671,0.523671,995.946,-355.926,-539.887,12.2139,0.062487,3.1269,-0.000287812,-0.162004
0.324,0.319749,2.55103,990.865,-403.111,-605.13,9.58326,0.0573571,3.3522,0.000214555,-0.485004,0.242068,3.12891,994.765,-357.586,-542.029,11.7732,0.0648219,3.14148,-0.00028826,-0.16336,0.918175,0.918175,994.765,-357.644,-541.995,11.7763,0.0647236,3.14048,-0.000297799,-0.161024
0.336,0.204382,2.15322,992.739,-421.344,-590.307,29.2793,0.0525078,3.46393,0.000419966,-0.25829,0.268417,3.8624,996.98,-352.919,-537.141,14.6471,0.0638547,3.11017,-0.000281201,-0.159775,0.678195,0.678195,996.98,-352.862,-537.194,14.6285,0.0637203,3.11039,-0.000288397,-0.160722
0.348,0.252804,2.43389,991.978,-383.584,-677.121,13.2486,0.0600869,3.36594,-0.000584747,-0.117792,0.24543,2.13713,996.325,-348.365,-536.722,13.8447,0.0614281,3.08715,-0.000281087,-0.157793,0.418291,0.418291,996.325,-348.372,-536.693,13.8486,0.0613255,3.08632,-0.000286025,-0.157006
0.36,0.207825,2.04324,991.941,-464.273,-619.327,44.3291,0.0483987,3.49763,-0.000300258,-0.264497,0.241014,2.95262,996.341,-345.69,-537.763,13.0668,0.0619643,3.11569,-0.00026311,-0.158293,0.392131,0.392131,996.341,-345.757,-537.742,13.0531,0.0619229,3.11366,-0.0002734,-0.158197
0.372,0.245626,2.12933,992.618,-382.225,-605.663,44.0087,0.0486211,3.33401,-2.12437e-05,-0.124275,0.27049,2.72066,996.614,-341.019,-536.953,13.8773,0.0594615,3.06463,-0.000278521,-0.159764,0.413774,0.413774,996.614,-341.023,-536.951,13.8746,0.0593927,3.06278,-0.000280005,-0.157994
0.384,0.224448,3.35358,993.345,-386.16,-538.833,-0.142286,0.0532364,3.2198,-0.00125267,-0.184036,0.678966,4.114,997.535,-331.55,-533.595,12.9057,0.0574695,3.06997,-0.00027461,-0.155953,0.413769,0.413769,997.535,-331.539,-533.614,12.8968,0.0573132,3.07011,-0.000275957,-0.156312
0.396,0.367304,4.29349,994.107,-384.078,-569.252,4.63791,0.0604695,3.15815,-0.000607127,0.075674,0.336158,2.48425,998.138,-334.026,-530.782,12.6267,0.060607,3.05914,-0.000274204,-0.156442,0.427168,0.427168,998.138,-334.019,-530.765,12.6389,0.0605544,3.05714,-0.000282798,-0.158666
0.408,0.255129,3.16362,992.633,-345.306,-549.581,9.19369,0.0503854,3.12039,-0.000163637,0.111907,0.51154,5.64578,996.911,-329.632,-538.003,16.2372,0.0571228,3.10403,-0.000272859,-0.160057,0.833343,0.833343,996.911,-329.654,-537.998,16.2364,0.0570427,3.1025,-0.000277669,-0.160234
0.42,0.502815,3.58443,992.703,-347.876,-554.855,19.6448,0.0510292,3.32126,-0.000609062,-0.172986,0.336467,2.54379,996.995,-323.184,-541.046,15.6051,0.0571093,3.10851,-0.000272067,-0.159031,0.417552,0.417552,996.995,-323.218,-541.028,15.6001,0.057024,3.10729,-0.000270644,-0.155933
0.432,0.221988,2.12621,994.105,-401.817,-649.28,55.8895,0.0460551,3.3225,-9.99478e-05,0.245475,0.161504,2.30215,998.127,-319.955,-532.524,14.8473,0.0550198,3.04857,-0.00026792,-0.158793,0.429934,0.429934,998.127,-320.056,-532.473,14.8552,0.0549163,3.04768,-0.000272152,-0.1577
0.444,0.223819,2.1358,993.926,-362.057,-566.357,2.04649,0.050728,3.29319,2.51084e-05,0.0762425,0.250317,2.49512,997.497,-321.976,-529.712,14.4087,0.0562451,3.0308,-0.000258038,-0.159308,0.437658,0.437658,997.497,-321.851,-529.826,14.3796,0.0561362,3.03006,-0.000270363,-0.159858
