spot2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,0.088277,0.569873,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.088963,0.708853,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.137007,0.137007,548.466,-3.83787,-254.879,-0.34276,0.000671181,7.20326,-3.99043e-06,-0.18586
50.8664,0.112387,0.827631,572.907,-21.235,-166.512,70.1126,0.00506839,13.149,4.53428e-05,3.02194,0.086191,0.735815,572.907,-21.235,-166.512,70.1126,0.00506839,13.149,4.53428e-05,3.02194,0.117244,0.117244,572.907,-4.96107,-275.916,-0.0686399,0.000886383,6.88082,-5.50027e-06,-0.171976
52.8228,0.097207,0.817515,597.892,-25.877,-99.2038,16.5886,0.0054014,12.1298,6.92968e-05,-0.214763,0.087715,0.812078,597.892,-25.877,-99.2038,16.5886,0.0054014,12.1298,6.92968e-05,-0.214763,0.166043,0.166043,597.892,-7.03877,-295.693,0.270317,0.001219,6.54666,-7.2688e-06,-0.174551
54.7792,0.089284,0.80063,622.789,-30.5704,-173.368,-58.1145,0.00582837,12.5636,8.8634e-05,1.44563,0.087715,0.824911,622.789,-30.5704,-173.368,-58.1145,0.00582837,12.5636,8.8634e-05,1.44563,0.152824,0.152824,622.789,-9.07811,-313.94,0.524535,0.00155889,6.20937,-9.53953e-06,-0.174622
56.7356,0.053703,0.411616,648.453,-33.7937,-262.736,-19.2025,0.00696161,13.0306,0.000140816,-1.16369,0.040753,0.40996,648.453,-33.7937,-262.736,-19.2025,0.00696161,13.0306,0.000140816,-1.16369,0.077664,0.077664,648.453,-11.096,-330.681,0.884837,0.0019033,5.84533,-1.15862e-05,-0.174116
58.692,0.041525,0.410159,672.912,-53.5524,-327.286,14.8454,0.0101045,12.7008,-2.14867e-05,0.0275772,0.040562,0.407834,672.912,-53.5524,-327.286,14.8454,0.0101045,12.7008,-2.14867e-05,0.0275772,0.077027,0.077027,672.912,-14.5681,-345.136,2.67448,0.00252508,5.50766,-1.31668e-05,-0.167502
60.6484,0.040726,0.41293,697.419,-57.5799,-365.336,40.1987,0.0126475,12.0117,0.000152156,-0.162404,0.041459,0.412996,697.419,-57.5799,-365.336,40.1987,0.0126475,12.0117,0.000152156,-0.162404,0.075862,0.075862,697.419,-17.2693,-357.478,2.58148,0.00297516,5.18259,-1.53354e-05,-0.164272
62.6048,0.041145,0.411533,720.811,-61.4042,-331.676,38.1725,0.012121,12.4393,0.000213595,0.839309,0.041414,0.42174,720.811,-61.4042,-331.676,38.1725,0.012121,12.4393,0.000213595,0.839309,0.076006,0.076006,720.811,-19.9277,-367.469,3.2843,0.00344916,4.89064,-1.72815e-05,-0.158226
64.5612,0.041732,0.413104,745.057,-65.8677,-412.311,-0.436793,0.0132184,11.7128,0.000215307,-1.27664,0.041159,0.422976,745.057,-65.8677,-412.311,-0.436793,0.0132184,11.7128,0.000215307,-1.27664,0.075956,0.075956,745.057,-23.0528,-374.646,4.66624,0.00401438,4.56089,-1.87638e-05,-0.154249
66.5176,0.041626,0.413744,768.065,-83.2874,-467.87,4.77386,0.0161192,11.7683,-4.67819e-05,0.0511705,0.041119,0.419701,768.065,-83.2874,-467.87,4.77386,0.0161192,11.7683,-4.67819e-05,0.0511705,0.076374,0.076374,768.065,-25.4276,-380.068,5.04094,0.0044149,4.27499,-1.9853e-05,-0.151062
