corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.041719,0.416855,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.047691,0.478157,994.622,-368.335,-546.583,11.7788,0.0679733,3.12936,-0.000287359,-0.153284,0.082389,0.082389,994.622,-368.164,-546.706,11.7501,0.0677709,3.13065,-0.00030133,-0.157205
0.312,0.047158,0.409037,990.742,-418.961,-493.419,17.9273,0.0428598,3.10042,-0.00102411,-0.540889,0.046746,0.471124,994.377,-331.072,-546.466,13.572,0.0605203,3.17418,-0.000272381,-0.151253,0.1037,0.1037,994.377,-330.886,-546.578,13.5787,0.0603789,3.17387,-0.000289334,-0.156197
0.324,0.042123,0.474246,991.46,-553.612,-480.313,-22.9216,0.0632424,3.36069,-0.000500034,-0.912694,0.0845,0.422818,995.046,-372.988,-538.394,12.4981,0.0688147,3.09538,-0.000297327,-0.159825,0.124424,0.124424,995.046,-373.424,-538.171,12.5076,0.0689186,3.09021,-0.000293313,-0.156828
0.336,0.041379,0.393611,991.941,-420.379,-643.125,13.5334,0.0624178,3.30292,0.000853715,-0.040729,0.046244,0.438411,996.587,-343.177,-545.856,15.2423,0.063738,3.16399,-0.000267908,-0.168235,0.056236,0.056236,996.587,-343.144,-545.914,15.2613,0.0636335,3.16391,-0.000289084,-0.17368
0.348,0.043735,0.401626,994.158,-389.047,-634.751,25.1063,0.0580427,3.91342,-0.000741051,-0.0954032,0.047198,0.471154,998.549,-353.475,-534.013,13.9609,0.0611354,3.11291,-0.000284222,-0.157776,0.093091,0.093091,998.549,-353.751,-533.805,13.9878,0.0610709,3.11188,-0.00028818,-0.153599
0.36,0.028081,0.364478,993.925,-397.179,-567.971,-11.0681,0.0454011,3.43352,-0.00167532,-0.155199,0.045289,0.370047,997.296,-339.296,-536.82,14.1926,0.0598815,3.13457,-0.000289333,-0.158745,0.081019,0.081019,997.296,-339.463,-536.712,14.2017,0.0598834,3.13118,-0.000294243,-0.159908
0.372,0.040409,0.391401,994.905,-347.461,-562.939,61.9154,0.056734,3.20573,-0.00094507,-0.324567,0.046974,0.477983,999.091,-333.859,-532.214,12.4296,0.0568565,2.98566,-0.000284895,-0.15691,0.082574,0.082574,999.091,-333.917,-532.135,12.4415,0.0568863,2.98206,-0.000284198,-0.152073
0.384,0.040444,0.405317,994.437,-416.208,-681.328,50.6532,0.0653548,3.41803,-0.0014641,0.532486,0.047222,0.480451,998.452,-331.996,-543.664,13.0224,0.0593026,3.15725,-0.00029774,-0.168911,0.083272,0.083272,998.452,-331.745,-543.797,13.0202,0.0589539,3.16142,-0.000296718,-0.168914
0.396,0.040999,0.393595,996.046,-433.459,-575.851,-2.80309,0.0682355,2.78056,-0.00252277,-0.111079,0.048509,0.439243,998.949,-347.376,-517.256,12.982,0.064551,2.9777,-0.000290046,-0.173012,0.074142,0.074142,998.949,-347.337,-517.258,12.9903,0.0645558,2.97436,-0.000285961,-0.165941
0.408,0.041903,0.416034,993.13,-349.191,-604.615,16.573,0.0501691,3.20723,-0.000680557,-0.215153,0.04916,0.474619,996.955,-328.228,-546.202,15.8587,0.0577046,3.14612,-0.000290464,-0.169229,0.080786,0.080786,996.955,-328.5,-546.104,15.8507,0.057794,3.14063,-0.000295775,-0.164883
0.42,0.077835,0.421745,994.682,-287.23,-505.325,56.7748,0.0394784,3.58364,-0.000582179,0.556957,0.048877,0.455905,998.448,-314.575,-534.293,15.4379,0.0546061,3.08641,-0.000234219,-0.158472,0.116142,0.116142,998.448,-314.408,-534.386,15.404,0.0544014,3.08795,-0.000246046,-0.156728
0.432,0.037339,0.327845,995.212,-471.981,-546.27,8.78448,0.0550759,3.01715,0.000556198,0.324241,0.045782,0.465459,1000.22,-309.45,-524.775,14.4828,0.0526863,2.98314,-0.000256572,-0.145231,0.092707,0.092707,1000.22,-309.473,-524.747,14.5005,0.0525764,2.98274,-0.000265867,-0.149781
0.444,0.041484,0.368326,996.223,-347.529,-574.27,-16.6321,0.0562631,3.71882,0.000440227,-0.102956,0.047736,0.474759,999.891,-303.426,-541.722,16.2283,0.0524883,3.13458,-0.000265592,-0.160318,0.083392,0.083392,999.891,-303.224,-541.918,16.1495,0.0523905,3.1344,-0.000275645,-0.162063
0.456,0.041322,0.410403,997.206,-361.283,-520.467,9.566,0.0582896,3.04957,0.000609561,0.00309767,0.04815,0.457708,1000.4,-327.593,-515.706,14.8952,0.0580669,2.98734,-0.000260346,-0.169232,0.071148,0.071148,1000.4,-327.576,-515.697,14.898,0.0579444,2.98715,-0.000264271,-0.160647
