vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,5.66045,51.8146,1012.34,2.14738,-632.398,-17.5588,-0.083463,3.58003,0.000656409,-0.123295,4.4419,45.018,1012.34,2.14738,-632.398,-17.5588,-0.083463,3.58003,0.000656409,-0.123295,8.142,8.142,1012.34,-1.49627,-251.152,-3.97124,0.000168079,1.10178,-3.49523e-06,-0.0529389
0.104,4.79579,44.8169,1012.33,-6.34745,-632.321,-17.24,-0.0795968,3.58131,0.000619492,-0.121506,4.68493,44.4272,1012.33,-6.34745,-632.321,-17.24,-0.0795968,3.58131,0.000619492,-0.121506,8.06041,8.06041,1012.33,-2.25065,-251.262,-3.92777,0.000260936,1.10226,-4.78715e-06,-0.052931
0.108,4.46263,44.4755,1012.28,-11.0295,-632.126,-16.6928,-0.0760813,3.58001,0.000562913,-0.123394,4.42444,43.0486,1012.28,-11.0295,-632.126,-16.6928,-0.0760813,3.58001,0.000562913,-0.123394,7.45059,7.45059,1012.28,-3.21574,-251.361,-3.86651,0.000384436,1.10266,-6.36558e-06,-0.0529441
0.112,4.34224,42.8313,1012.21,-27.0068,-632.301,-16.362,-0.0717349,3.57706,0.000550594,-0.120823,4.2649,42.7132,1012.21,-27.0068,-632.301,-16.362,-0.0717349,3.57706,0.000550594,-0.120823,7.54423,7.54423,1012.21,-4.40925,-251.387,-3.77337,0.000541084,1.10267,-8.14153e-06,-0.0529517
0.116,4.29248,42.6521,1012.08,-39.1974,-630.929,-14.8762,-0.0677847,3.5717,0.000461605,-0.116796,4.17556,30.2358,1012.08,-39.1974,-630.929,-14.8762,-0.0677847,3.5717,0.000461605,-0.116796,4.86594,4.86594,1012.08,-5.82616,-251.407,-3.67958,0.000733105,1.10266,-1.00739e-05,-0.052979
0.12,2.86885,28.4608,1011.91,-52.6215,-629.738,-13.7659,-0.0633712,3.56352,0.000393232,-0.12251,2.80855,27.9296,1011.91,-52.6215,-629.738,-13.7659,-0.0633712,3.56352,0.000393232,-0.12251,4.80744,4.80744,1011.91,-7.5829,-251.363,-3.54748,0.00097835,1.10227,-1.22841e-05,-0.0529765
0.124,2.78386,27.7836,1011.69,-61.9481,-628.665,-12.8864,-0.0593538,3.55726,0.000324068,-0.118373,2.78069,27.8558,1011.69,-61.9481,-628.665,-12.8864,-0.0593538,3.55726,0.000324068,-0.118373,5.00826,5.00826,1011.69,-9.57446,-251.235,-3.37282,0.00126362,1.10143,-1.48737e-05,-0.0529612
0.128,2.78227,27.8575,1011.41,-77.8783,-627.506,-11.4706,-0.0549298,3.54861,0.000239231,-0.115849,2.77668,27.8358,1011.41,-77.8783,-627.506,-11.4706,-0.0549298,3.54861,0.000239231,-0.115849,4.82533,4.82533,1011.41,-11.7703,-251.087,-3.18562,0.00158596,1.10049,-1.75637e-05,-0.0529722
0.132,2.78636,27.8245,1011.08,-78.651,-624.673,-8.71736,-0.050619,3.53556,0.00027732,-0.11326,2.77948,27.8561,1011.08,-78.651,-624.673,-8.71736,-0.050619,3.53556,0.00027732,-0.11326,4.82011,4.82011,1011.08,-14.1618,-250.902,-2.96814,0.00194676,1.09931,-2.0354e-05,-0.052996
0.136,2.78396,27.8414,1010.72,-102.995,-622.562,-7.61412,-0.0453915,3.52174,0.000134131,-0.113803,2.78668,27.8638,1010.72,-102.995,-622.562,-7.61412,-0.0453915,3.52174,0.000134131,-0.113803,4.82164,4.82164,1010.72,-16.7173,-250.611,-2.71473,0.00234156,1.09756,-2.31932e-05,-0.0530278
0.14,2.7839,27.8337,1010.27,-119.73,-620.901,-6.1558,-0.0394114,3.50644,0.0001096,-0.121539,2.80664,27.8185,1010.27,-119.73,-620.901,-6.1558,-0.0394114,3.50644,0.0001096,-0.121539,4.80624,4.80624,1010.27,-19.6967,-250.262,-2.42799,0.00281193,1.09552,-2.62377e-05,-0.053025
0.144,2.78648,27.8028,1009.76,-133.29,-617.634,-4.30107,-0.0348407,3.49002,8.24142e-05,-0.121578,2.78063,27.8087,1009.76,-133.29,-617.634,-4.30107,-0.0348407,3.49002,8.24142e-05,-0.121578,4.80728,4.80728,1009.76,-22.9705,-249.817,-2.11256,0.0033419,1.09299,-2.94828e-05,-0.0530401
0.148,2.78195,27.7982,1009.21,-146.325,-614.835,-2.42516,-0.0301545,3.47186,-1.01659e-05,-0.118632,2.77456,27.7965,1009.21,-146.325,-614.835,-2.42516,-0.0301545,3.47186,-1.01659e-05,-0.118632,4.80478,4.80478,1009.21,-26.3986,-249.273,-1.74178,0.00390447,1.08992,-3.27729e-05,-0.0530789
0.152,2.78273,27.8135,1008.57,-157.551,-612.299,-0.361557,-0.0253876,3.45406,5.71327e-05,-0.11739,2.77679,27.8443,1008.57,-157.551,-612.299,-0.361557,-0.0253876,3.45406,5.71327e-05,-0.11739,4.81733,4.81733,1008.57,-29.982,-248.707,-1.36689,0.00450488,1.08676,-3.61429e-05,-0.05309
0.156,2.79295,27.8637,1007.91,-168.917,-609.204,0.865032,-0.0201935,3.43672,-3.7491e-05,-0.113793,2.78091,27.8316,1007.91,-168.917,-609.204,0.865032,-0.0201935,3.43672,-3.7491e-05,-0.113793,4.81871,4.81871,1007.91,-33.6758,-248.043,-0.95554,0.00513394,1.0831,-3.92611e-05,-0.0530451
0.16,2.78666,27.8594,1007.18,-192.224,-606.386,2.53157,-0.0142114,3.41711,-6.24139e-05,-0.110263,2.79199,27.8523,1007.18,-192.224,-606.386,2.53157,-0.0142114,3.41711,-6.24139e-05,-0.110263,4.91421,4.91421,1007.18,-37.5654,-247.311,-0.523039,0.00580894,1.07911,-4.24915e-05,-0.0530308
0.164,2.78804,27.9533,1006.38,-208.27,-603.753,4.4635,-0.00863256,3.39813,-7.23329e-05,-0.106409,2.77155,27.7616,1006.38,-208.27,-603.753,4.4635,-0.00863256,3.39813,-7.23329e-05,-0.106409,4.87006,4.87006,1006.38,-41.6611,-246.506,-0.0672054,0.0065303,1.07479,-4.58034e-05,-0.0530125
0.168,2.81657,27.8025,1005.53,-224.68,-599.822,7.47348,-0.00415129,3.37736,-9.6959e-06,-0.105086,2.77749,27.8061,1005.53,-224.68,-599.822,7.47348,-0.00415129,3.37736,-9.6959e-06,-0.105086,4.88046,4.88046,1005.53,-45.865,-245.612,0.405069,0.00728516,1.07004,-4.88631e-05,-0.0529765
0.172,2.80916,27.9679,1004.66,-229.799,-595.594,9.67407,0.000859468,3.35649,-0.000139194,-0.107493,2.85144,27.7986,1004.66,-229.799,-595.594,9.67407,0.000859468,3.35649,-0.000139194,-0.107493,4.80614,4.80614,1004.66,-50.0534,-244.628,0.904512,0.00804481,1.06483,-5.1963e-05,-0.0529533
0.176,2.78679,27.8128,1003.73,-234.928,-591.488,11.6642,0.00613541,3.33511,-0.000145659,-0.105656,2.76855,27.7526,1003.73,-234.928,-591.488,11.6642,0.00613541,3.33511,-0.000145659,-0.105656,4.81166,4.81166,1003.73,-54.4099,-243.566,1.42029,0.00884583,1.05937,-5.48653e-05,-0.0529271
0.18,2.77207,27.7823,1002.74,-254.751,-587.258,13.0574,0.011415,3.31405,-0.000198573,-0.100454,2.77342,27.7409,1002.74,-254.751,-587.258,13.0574,0.011415,3.31405,-0.000198573,-0.100454,4.81007,4.81007,1002.74,-58.7661,-242.448,1.93543,0.00966286,1.05357,-5.76853e-05,-0.0528068
0.184,2.77645,61.3923,1001.7,-269.8,-583.359,14.9319,0.0164681,3.29096,-0.000180941,-0.0959226,4.48234,41.4341,1001.7,-269.8,-583.359,14.9319,0.0164681,3.29096,-0.000180941,-0.0959226,7.41909,7.41909,1001.7,-63.2502,-241.279,2.45673,0.010517,1.04754,-6.03924e-05,-0.0528037
0.188,4.15604,42.5157,1000.6,-274.203,-578.758,16.8685,0.0204211,3.26424,-0.000110304,-0.0968422,4.20497,41.8146,1000.6,-274.203,-578.758,16.8685,0.0204211,3.26424,-0.000110304,-0.0968422,7.41053,7.41053,1000.6,-67.9125,-239.985,3.01583,0.0114102,1.041,-6.32173e-05,-0.0526981
0.192,4.16736,35.0263,999.503,-276.619,-573.596,19.1667,0.0248111,3.2408,-0.000201799,-0.0966759,2.87294,28.6844,999.503,-276.619,-573.596,19.1667,0.0248111,3.2408,-0.000201799,-0.0966759,4.86312,4.86312,999.503,-72.4249,-238.611,3.58241,0.0122837,1.03406,-6.60551e-05,-0.0526667
0.196,2.87806,28.6454,998.359,-295.753,-570.375,20.8473,0.0295025,3.21755,-0.000172373,-0.0958158,2.88452,28.6759,998.359,-295.753,-570.375,20.8473,0.0295025,3.21755,-0.000172373,-0.0958158,4.84814,4.84814,998.359,-76.9583,-237.175,4.153,0.0131734,1.02687,-6.88182e-05,-0.0525619
0.2,2.87465,28.5775,997.188,-295.652,-565.084,22.6023,0.0350764,3.19228,-0.000234013,-0.0989445,2.86582,28.7168,997.188,-295.652,-565.084,22.6023,0.0350764,3.19228,-0.000234013,-0.0989445,5.26417,5.26417,997.188,-81.4658,-235.68,4.72347,0.0140637,1.01948,-7.14072e-05,-0.0525019
