vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.073017,0.832608,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.073484,0.820647,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.163054,0.163054,1071.06,-159.968,-54.6643,2.34793,0.0278505,0.171696,-0.000116509,-0.0259474
0.156,0.08892,0.838014,1069.24,-536.547,-212.639,-25.1996,0.0709307,-0.898663,0.000199628,-0.169946,0.087095,0.816394,1069.24,-536.547,-212.639,-25.1996,0.0709307,-0.898663,0.000199628,-0.169946,0.155944,0.155944,1069.24,-158.194,-62.9346,2.85035,0.027514,0.202449,-0.000115215,-0.0287155
0.162,0.077423,0.834321,1067.3,-497.254,-367.215,12.7531,0.0662785,-0.80846,8.68659e-05,-0.0954646,0.091466,0.807368,1067.3,-497.254,-367.215,12.7531,0.0662785,-0.80846,8.68659e-05,-0.0954646,0.148783,0.148783,1067.3,-155.154,-72.5092,3.16506,0.0269337,0.238599,-0.000115438,-0.0327394
0.168,0.091818,0.787692,1065.46,-460.667,-448.096,45.5127,0.0644721,-0.48658,0.000160948,-0.720897,0.08054,0.859113,1065.46,-460.667,-448.096,45.5127,0.0644721,-0.48658,0.000160948,-0.720897,0.144846,0.144846,1065.46,-152.208,-80.8314,3.58041,0.026394,0.270502,-0.00011375,-0.0360751
0.174,0.07266,0.843465,1063.02,-453.261,-421.394,-25.1659,0.060786,-0.105572,0.000142639,-0.395651,0.09825,0.830143,1063.02,-453.261,-421.394,-25.1659,0.060786,-0.105572,0.000142639,-0.395651,0.157443,0.157443,1063.02,-148.744,-92.2331,3.85846,0.0257729,0.315492,-0.000112198,-0.0377694
0.18,0.077815,0.839218,1060.17,-431.301,-505.172,-9.92376,0.0613757,0.430268,0.00021324,-0.258667,0.077913,0.834087,1060.17,-431.301,-505.172,-9.92376,0.0613757,0.430268,0.00021324,-0.258667,0.166071,0.166071,1060.17,-145.651,-103.627,4.39583,0.0251998,0.363275,-0.000110781,-0.0405952
0.186,0.073328,0.833528,1057.52,-407.767,-380.509,-29.8627,0.0566134,0.454002,0.000258641,-0.312362,0.086953,0.837121,1057.52,-407.767,-380.509,-29.8627,0.0566134,0.454002,0.000258641,-0.312362,0.139834,0.139834,1057.52,-142.21,-113.845,4.56228,0.0245735,0.406492,-0.000107679,-0.0418593
0.192,0.083657,0.841726,1054.83,-398.754,-429.415,44.6391,0.0548843,0.486328,5.06544e-05,0.0100078,0.081717,0.885286,1054.83,-398.754,-429.415,44.6391,0.0548843,0.486328,5.06544e-05,0.0100078,0.175965,0.175965,1054.83,-138.043,-124.099,5.0494,0.0237755,0.451353,-0.000106455,-0.0429566
0.198,0.10853,0.873195,1052.45,-394.919,-452.653,-3.21479,0.0536991,0.88032,3.10587e-05,-0.786807,0.073386,0.866852,1052.45,-394.919,-452.653,-3.21479,0.0536991,0.88032,3.10587e-05,-0.786807,0.130508,0.130508,1052.45,-135.692,-130.504,5.29412,0.0233719,0.479292,-0.000104808,-0.0445838
0.204,0.084947,0.835222,1049.15,-390.572,-478.956,2.47084,0.0520986,1.234,0.000142604,-0.0545908,0.077553,0.797105,1049.15,-390.572,-478.956,2.47084,0.0520986,1.234,0.000142604,-0.0545908,0.145749,0.145749,1049.15,-132.384,-141.055,5.5965,0.0227849,0.527884,-0.000102848,-0.0453907
0.21,0.089028,0.841286,1046.22,-384.879,-498.787,5.66879,0.0517361,1.27179,-0.000166332,-0.341439,0.072457,0.820336,1046.22,-384.879,-498.787,5.66879,0.0517361,1.27179,-0.000166332,-0.341439,0.199949,0.199949,1046.22,-129.649,-148.717,5.97445,0.0223326,0.562917,-9.98186e-05,-0.0467963
0.216,0.07682,0.829352,1043.23,-379.786,-514.2,-10.5329,0.0508223,1.45668,-0.000114704,-0.360906,0.06112,0.675232,1043.23,-379.786,-514.2,-10.5329,0.0508223,1.45668,-0.000114704,-0.360906,0.073967,0.073967,1043.23,-126.983,-155.598,6.04205,0.0218639,0.595812,-9.82989e-05,-0.0489214
0.222,0.057473,0.684701,1040.4,-340.199,-476.327,33.1327,0.0491294,1.64616,-7.43802e-05,-0.663617,0.073674,0.580241,1040.4,-340.199,-476.327,33.1327,0.0491294,1.64616,-7.43802e-05,-0.663617,0.127147,0.127147,1040.4,-123.816,-162.702,5.97828,0.0213058,0.630197,-9.68504e-05,-0.0505691
0.228,0.109401,0.629402,1037.32,-319.744,-501.895,5.54609,0.0463233,1.87599,-0.000462457,-0.392562,0.042612,0.619883,1037.32,-319.744,-501.895,5.54609,0.0463233,1.87599,-0.000462457,-0.392562,0.134125,0.134125,1037.32,-119.616,-170.516,5.88756,0.0205904,0.667377,-9.38879e-05,-0.0508591
0.234,0.088444,0.665143,1034.29,-312.475,-511.19,43.1647,0.0431249,2.03162,-0.000693244,-0.883971,0.057955,0.623774,1034.29,-312.475,-511.19,43.1647,0.0431249,2.03162,-0.000693244,-0.883971,0.075822,0.075822,1034.29,-116.176,-176.998,5.8277,0.019964,0.700156,-9.35574e-05,-0.0519549
0.24,0.042003,0.618957,1030.94,-290.625,-520.133,-12.432,0.0416822,2.30638,-0.000452378,-0.929132,0.04204,0.659217,1030.94,-290.625,-520.133,-12.432,0.0416822,2.30638,-0.000452378,-0.929132,0.10697,0.10697,1030.94,-111.737,-185.148,5.41798,0.0192262,0.740591,-9.22716e-05,-0.0530754
0.246,0.041732,0.666163,1027.53,-269.554,-601.981,10.7154,0.0400074,2.38931,-0.000474026,-0.758663,0.057626,0.585324,1027.53,-269.554,-601.981,10.7154,0.0400074,2.38931,-0.000474026,-0.758663,0.143046,0.143046,1027.53,-109.656,-191.299,5.91342,0.0188917,0.773405,-9.09183e-05,-0.0553443
0.252,0.073839,0.587601,1024.09,-259.385,-606.218,26.2598,0.0386456,2.4348,-0.00037914,-0.760359,0.074071,0.581313,1024.09,-259.385,-606.218,26.2598,0.0386456,2.4348,-0.00037914,-0.760359,0.130924,0.130924,1024.09,-105.71,-198.69,5.42205,0.0182411,0.811877,-8.79445e-05,-0.0548144
0.258,0.090118,0.546437,1020.8,-254.972,-574.051,16.6766,0.0390048,2.60202,-0.000463844,-0.964889,0.041897,0.630309,1020.8,-254.972,-574.051,16.6766,0.0390048,2.60202,-0.000463844,-0.964889,0.141662,0.141662,1020.8,-102.671,-204.063,5.45894,0.0177339,0.840351,-8.60281e-05,-0.055321
