corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,4.0642,41.4169,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,4.79098,48.5075,991.967,-413.859,-581.536,14.8683,0.0592229,3.32786,-0.000292405,-0.161793,8.252,8.252,991.967,-413.856,-581.522,14.8731,0.0590946,3.32539,-0.000307582,-0.169482
0.312,4.05923,41.2631,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,4.79716,48.1897,992.147,-409.854,-580.285,15.2718,0.058422,3.32096,-0.000290358,-0.159379,8.26842,8.26842,992.147,-409.898,-580.272,15.2715,0.0583071,3.3181,-0.000305226,-0.169521
0.324,4.05006,31.294,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,3.12331,31.3292,992.333,-405.688,-579.48,15.7841,0.057609,3.31657,-0.000286532,-0.157957,5.51199,5.51199,992.333,-405.677,-579.483,15.7853,0.057461,3.31521,-0.000303007,-0.169224
0.336,2.77031,38.863,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,4.84162,31.0107,992.527,-401.676,-578.775,16.4738,0.0567766,3.31334,-0.000283515,-0.160262,5.37579,5.37579,992.527,-401.72,-578.757,16.4707,0.0566695,3.31257,-0.00030056,-0.168709
0.348,2.67579,26.6976,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,3.04066,30.0822,992.727,-397.434,-578.1,16.869,0.0559361,3.30803,-0.000281792,-0.166008,5.36972,5.36972,992.727,-397.43,-578.112,16.8684,0.0558064,3.30822,-0.000298203,-0.168349
0.36,2.54265,25.6524,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,2.98976,28.8665,992.93,-393.133,-577.08,16.9634,0.0550739,3.29982,-0.000279973,-0.169895,5.41768,5.41768,992.93,-393.111,-577.103,16.9609,0.0549448,3.29969,-0.000295616,-0.167975
0.372,2.52607,25.2839,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,2.87344,28.7147,993.134,-388.691,-575.957,16.95,0.0542087,3.28988,-0.000276962,-0.171318,5.35971,5.35971,993.134,-388.692,-575.962,16.9504,0.0540597,3.29038,-0.000292783,-0.168072
0.384,2.52397,25.2891,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,2.87326,28.7185,993.338,-384.363,-574.608,16.9888,0.0533424,3.27985,-0.000272395,-0.1717,5.36227,5.36227,993.338,-384.353,-574.615,16.9836,0.0532,3.28034,-0.000289988,-0.168379
0.396,2.53417,25.2815,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,2.87482,28.7479,993.542,-379.999,-573.273,17.132,0.0524734,3.27083,-0.000269576,-0.172406,5.3557,5.3557,993.542,-379.947,-573.314,17.1285,0.052334,3.27101,-0.000287281,-0.16903
0.408,2.52962,25.2996,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,2.87352,28.7435,993.75,-375.53,-572.2,17.4306,0.0516032,3.26316,-0.000268074,-0.173231,5.35888,5.35888,993.75,-375.533,-572.199,17.432,0.0514669,3.26253,-0.000284554,-0.169508
0.42,2.52752,25.2856,993.692,-371.799,-588,19.1879,0.049751,3.27912,-0.000275851,-0.190981,2.88248,28.7469,993.961,-371.005,-571.265,17.7331,0.050716,3.25612,-0.00026542,-0.173161,5.35053,5.35053,993.961,-370.984,-571.283,17.7313,0.0505734,3.25539,-0.000281778,-0.169608
0.432,2.52036,25.2842,993.923,-366.395,-583.084,20.5356,0.0487916,3.27694,-0.000277024,-0.192554,2.87826,28.7614,994.175,-366.355,-570.385,17.971,0.0498196,3.24911,-0.000262215,-0.173024,5.34894,5.34894,994.175,-366.293,-570.427,17.9598,0.0496503,3.24867,-0.000278655,-0.16936
0.444,2.52723,25.2992,994.141,-361.759,-571.348,12.4716,0.0478947,3.26838,-0.000275252,-0.200615,2.87685,28.7385,994.392,-361.811,-569.274,18.1649,0.0489138,3.24171,-0.000258378,-0.171798,5.3526,5.3526,994.392,-361.851,-569.252,18.1685,0.0487868,3.24024,-0.000275626,-0.169129
0.456,2.5228,25.7412,994.338,-358.054,-578.663,17.373,0.0469769,3.25928,-0.000275353,-0.143699,2.87423,28.7315,994.611,-357.243,-568.251,18.3546,0.0480003,3.23487,-0.00025612,-0.170242,5.34076,5.34076,994.611,-357.257,-568.259,18.3495,0.0478798,3.23335,-0.000272424,-0.168939
0.468,2.52942,25.2959,994.558,-353.647,-573.81,19.0269,0.046173,3.26038,-0.000272681,-0.17074,2.88253,28.7471,994.832,-352.483,-567.542,18.6022,0.0470734,3.22957,-0.000254196,-0.17019,5.328,5.328,994.832,-352.502,-567.543,18.6001,0.0469461,3.22774,-0.000269774,-0.16864
0.48,2.53973,25.328,994.801,-347.931,-580.719,20.5412,0.0452414,3.25135,-0.000276331,-0.184448,2.89283,29.0678,995.057,-347.515,-566.998,18.8277,0.0461345,3.22447,-0.000249952,-0.169515,5.34237,5.34237,995.057,-347.567,-566.967,18.831,0.0459768,3.22305,-0.000266443,-0.168416
0.492,2.5401,25.4074,995.003,-343.707,-571.641,21.6753,0.0442352,3.23176,-0.000269626,-0.127463,2.9003,29.0276,995.284,-342.726,-566.262,19.1148,0.0451808,3.21959,-0.000243834,-0.166808,5.34117,5.34117,995.284,-342.739,-566.263,19.1138,0.0450394,3.2174,-0.000263088,-0.1677
0.504,2.53489,25.3507,995.234,-338.195,-563.591,13.7615,0.0432771,3.23856,-0.000258024,-0.137831,2.90917,29.0067,995.515,-337.744,-565.46,19.2792,0.044232,3.21386,-0.000239553,-0.164463,5.34283,5.34283,995.515,-337.7,-565.482,19.278,0.0440568,3.21246,-0.000259845,-0.16692
0.516,2.54162,25.432,995.462,-334.144,-565.604,16.047,0.0424777,3.22398,-0.000239351,-0.126504,2.90658,29.0678,995.747,-332.905,-564.341,19.4487,0.0432697,3.20803,-0.00023574,-0.161981,5.33847,5.33847,995.747,-332.871,-564.365,19.4447,0.0431265,3.20611,-0.000256495,-0.166654
0.528,2.55076,25.4438,995.705,-327.985,-567.004,17.5387,0.0415013,3.2316,-0.000236951,-0.145675,2.90428,28.8277,995.982,-327.809,-563.598,19.7596,0.0423029,3.20369,-0.00023096,-0.159731,5.32863,5.32863,995.982,-327.779,-563.613,19.7596,0.0421312,3.20296,-0.000253135,-0.166663
0.54,2.53314,25.2974,995.953,-322.541,-573.485,23.8403,0.0405501,3.23188,-0.00023107,-0.208913,2.87094,28.7503,996.222,-322.799,-562.762,20.2433,0.0413122,3.20037,-0.000226473,-0.16009,5.32962,5.32962,996.222,-322.726,-562.803,20.2444,0.0411544,3.19995,-0.000249598,-0.166637
