spot1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,4.22266,52.6584,537.915,192.411,-44.2367,17.0676,0.647728,0.175128,0.000390052,-0.0191562,5.2236,72.1779,553.426,151.804,-46.8051,16.5662,0.665328,0.270881,0.000414177,-0.0148142,9.17041,9.17041,553.426,151.809,-46.7727,16.5588,0.665346,0.270728,0.000413552,-0.0145748
1089.48,5.66703,67.0076,565.482,174.973,-56.9291,21.2465,0.665442,0.2362,-0.000186467,-0.0213809,8.84209,52.6667,581.657,127.019,-60.5508,21.2438,0.681716,0.334958,0.00035986,-0.0188024,8.30889,8.30889,581.657,127.02,-60.5263,21.239,0.68176,0.334576,0.000358925,-0.0190451
1131.38,4.17302,42.4959,593.779,164.583,-72.9464,26.8631,0.687913,0.314474,0.000382645,-0.0286123,4.95672,49.0491,610.524,89.3755,-77.0745,26.646,0.695562,0.413792,0.000293213,-0.0237893,8.28,8.28,610.524,89.3681,-77.0904,26.649,0.695585,0.413704,0.00029148,-0.0239003
1173.28,4.18677,42.2898,622.852,102.959,-91.771,33.4549,0.699916,0.406139,0.000225338,-0.0350423,4.90544,39.3559,639.907,38.9879,-96.2408,32.4777,0.706258,0.507541,0.000213797,-0.0291399,5.37903,5.37903,639.907,38.984,-96.2225,32.476,0.706329,0.506963,0.000204589,-0.0295209
1215.19,2.71309,26.9615,652.596,40.036,-113.574,40.5508,0.718069,0.51962,0.000196221,-0.0411858,3.02855,30.2462,669.663,-23.5565,-118.19,38.6965,0.713036,0.616805,0.000101548,-0.0355802,5.43997,5.43997,669.663,-23.5648,-118.189,38.6985,0.713108,0.616573,9.00306e-05,-0.0356034
1257.09,2.64484,26.5247,682.961,-27.9451,-135.884,46.4134,0.731766,0.642512,0.000154376,-0.0400501,3.02031,30.2242,699.593,-97.7305,-142.512,44.9748,0.714277,0.740434,-4.47925e-05,-0.0409142,5.427,5.427,699.593,-97.7339,-142.538,44.9803,0.714352,0.740462,-5.86482e-05,-0.0425717
1298.99,2.6525,26.5359,713.567,-116.226,-163.981,52.9711,0.731337,0.787552,0.000285686,-0.0603743,3.02578,30.4198,729.437,-182.341,-168.767,51.1523,0.708618,0.877688,-0.000224887,-0.0486812,5.44262,5.44262,729.437,-182.351,-168.777,51.1535,0.708729,0.877415,-0.000240293,-0.0499458
1340.9,2.65382,26.571,744.281,-215.193,-192.061,59.225,0.731729,0.952418,-0.000136781,-0.0682246,3.03036,30.2443,758.877,-274.158,-197.401,57.1391,0.694714,1.03037,-0.000440442,-0.0572847,5.4491,5.4491,758.877,-274.169,-197.391,57.139,0.694865,1.03006,-0.000448432,-0.0583234
1382.8,2.65565,26.5688,774.619,-330.881,-224.418,65.8307,0.714737,1.13231,-0.000470685,-0.0771688,3.03474,30.256,787.541,-368.807,-227.686,62.5058,0.671437,1.19496,-0.000674799,-0.0663163,5.53101,5.53101,787.541,-368.831,-227.641,62.5027,0.671647,1.19382,-0.000667532,-0.0666472
1424.7,2.66474,26.6379,803.986,-455.736,-258.241,71.3524,0.685489,1.32786,-0.000715941,-0.0919577,3.01769,30.303,815.025,-461.446,-259.584,67.2172,0.638531,1.37085,-0.000888988,-0.0740397,5.51746,5.51746,815.025,-461.437,-259.64,67.2233,0.638675,1.37057,-0.000880975,-0.0751346
1466.61,2.67257,26.6725,831.98,-564.73,-291.845,76.3304,0.648483,1.52216,-0.000958232,-0.0953852,3.02339,30.649,840.948,-546.716,-291.42,70.7693,0.597007,1.54927,-0.00108793,-0.0825696,5.73379,5.73379,840.948,-546.701,-291.453,70.7716,0.597149,1.54874,-0.0010672,-0.0838089
1508.51,2.66972,26.5607,858.127,-665.777,-329.04,79.605,0.593848,1.72415,-0.00171234,-0.135517,3.01994,30.3978,864.964,-618.793,-323.561,73.1404,0.547931,1.73161,-0.0012412,-0.091403,5.60024,5.60024,864.964,-618.791,-323.589,73.1418,0.548025,1.73104,-0.00120781,-0.0927417
1550.41,2.65253,26.6367,881.681,-738.1,-362.314,81.1903,0.529342,1.93366,-0.00144611,-0.141849,3.02886,30.4201,886.807,-673.891,-355.26,74.3158,0.493841,1.91482,-0.00132811,-0.101101,5.42725,5.42725,886.807,-673.889,-355.289,74.3149,0.493865,1.91434,-0.00129466,-0.101507
1592.31,2.66186,26.7406,902.72,-802.801,-395.332,81.3697,0.469566,2.1355,-0.00170543,-0.149183,3.12294,30.2998,906.326,-709.867,-385.619,74.1477,0.43755,2.0931,-0.00135188,-0.109032,5.43088,5.43088,906.326,-709.874,-385.605,74.1483,0.437563,2.09202,-0.00132634,-0.110292
1634.22,2.66188,26.6349,921.058,-820.612,-425.975,80.4619,0.407087,2.32655,-0.00151686,-0.137884,3.02569,30.7013,923.475,-726.333,-414.025,72.7097,0.381134,2.26293,-0.00133489,-0.117553,5.42941,5.42941,923.475,-726.313,-414.015,72.7073,0.381136,2.26108,-0.00130464,-0.117986
1676.12,2.66355,26.7701,936.758,-826.428,-455.387,76.2074,0.342699,2.50896,-0.00137253,-0.148972,3.10373,30.3125,938.286,-724.035,-440.665,70.0741,0.326407,2.42323,-0.00126697,-0.125269,5.43362,5.43362,938.286,-724.016,-440.678,70.0732,0.326299,2.42231,-0.00124032,-0.125318
1718.02,2.66527,26.6587,949.814,-801.223,-479.671,73.3698,0.283059,2.67163,-0.00111424,-0.126318,3.0238,30.4866,950.878,-705.957,-463.85,66.395,0.275599,2.56539,-0.00115682,-0.130902,5.52659,5.52659,950.878,-705.98,-463.825,66.3959,0.275448,2.56446,-0.00114328,-0.131995
1759.93,2.66293,26.6615,960.67,-764.194,-502.703,66.1281,0.233912,2.80707,-0.00122508,-0.130468,3.04149,30.3285,961.443,-674.661,-483.774,61.8704,0.229859,2.68936,-0.0010284,-0.136588,5.43909,5.43909,961.443,-674.658,-483.78,61.8696,0.22967,2.68876,-0.00102471,-0.137802
1801.83,2.66482,26.6483,969.604,-719.009,-520.666,58.5329,0.191502,2.92156,-0.0014093,-0.150365,3.02656,30.3787,970.203,-633.241,-500.245,56.7503,0.189544,2.79471,-0.000895729,-0.140929,5.4478,5.4478,970.203,-633.242,-500.248,56.7486,0.189389,2.79326,-0.000897721,-0.143054
1843.73,2.66685,26.6778,976.717,-650.018,-535.783,52.9459,0.151874,3.00276,-0.00101133,-0.158723,3.02936,65.2405,977.389,-584.449,-513.845,51.167,0.154641,2.8816,-0.000767821,-0.14673,5.60508,5.60508,977.389,-584.442,-513.86,51.1694,0.154443,2.8807,-0.000770961,-0.147282
1885.64,2.74652,27.6614,982.357,-603.83,-544.537,46.049,0.121961,3.07643,-0.000421324,-0.171827,3.25209,32.053,983.225,-531.329,-524.458,45.4126,0.125162,2.95085,-0.000640327,-0.15052,5.60567,5.60567,983.225,-531.306,-524.484,45.4136,0.124964,2.95021,-0.000650052,-0.150996
1927.54,2.78956,27.8452,986.912,-527.271,-551.711,40.2976,0.0952517,3.129,-0.000503823,-0.151778,3.19224,31.716,987.935,-476.663,-531.85,39.7826,0.100788,3.00121,-0.000525682,-0.152572,5.54066,5.54066,987.935,-476.666,-531.855,39.7817,0.100647,2.99978,-0.000541301,-0.154277
1969.44,2.78133,27.8369,990.465,-464.58,-558.583,36.2338,0.0757165,3.15541,-0.000326834,-0.146637,3.14272,32.5771,991.721,-422.526,-536.547,34.4385,0.0808454,3.03459,-0.000430058,-0.155005,5.84019,5.84019,991.721,-422.53,-536.546,34.44,0.0807241,3.03316,-0.000445063,-0.156856
