vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.323819,3.2415,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.386827,3.6688,1071.11,-589.611,-260.731,-8.53662,0.0635209,-0.972009,-0.000205975,-0.00394251,0.601064,0.601064,1071.11,-589.576,-260.708,-8.53686,0.0637989,-0.97897,-0.00036847,-0.0253848
0.156,0.415098,2.974,1069.71,-587.786,-260.578,-3.97702,0.0629327,-0.801325,-2.02967e-06,-0.0751035,0.487106,4.2055,1069.47,-578.541,-282.186,-6.99966,0.061708,-0.743753,-0.000223362,-0.00731136,0.647497,0.647497,1069.47,-578.623,-281.837,-7.00122,0.0619053,-0.760228,-0.000366572,-0.0485111
0.162,0.344714,3.22958,1067.92,-563.455,-325.807,-4.13185,0.0599043,-0.49586,-1.57776e-05,-0.0864589,0.355461,3.76707,1067.67,-564.357,-322.467,-4.02963,0.0593314,-0.467719,-0.000235316,-0.08223,0.827558,0.827558,1067.67,-564.294,-322.632,-4.03444,0.0594383,-0.469648,-0.000362145,-0.0640919
0.168,0.405021,4.12191,1065.89,-548.941,-351.793,6.95337,0.0585265,-0.154609,3.90715e-05,-0.300991,0.480932,5.11475,1065.6,-549.379,-369.938,-1.85026,0.0571736,-0.149419,-0.00022264,-0.124664,0.834689,0.834689,1065.6,-549.716,-369.7,-1.85097,0.0573957,-0.147324,-0.000357695,-0.0874627
0.174,0.417389,4.45688,1063.41,-531.093,-409.891,-4.31284,0.0559115,0.0416909,2.58147e-05,0.0597139,0.386163,3.37438,1063.26,-533.936,-399.618,1.06662,0.0549682,0.110588,-0.000215446,-0.058448,0.802872,0.802872,1063.26,-533.786,-399.783,1.05372,0.0551159,0.114831,-0.00035193,-0.109185
0.18,0.430428,3.81038,1060.99,-515.375,-471.971,9.82415,0.0547152,0.32674,2.5505e-05,-0.247332,0.507433,5.13706,1060.82,-520.256,-419.306,3.89725,0.0530801,0.322216,-0.000228464,-0.084524,0.833462,0.833462,1060.82,-519.886,-419.976,3.88749,0.0531656,0.339091,-0.000345501,-0.117669
0.186,0.449427,4.2961,1058.4,-498.133,-379.192,-11.1049,0.0530071,0.451848,2.3947e-05,-0.0388718,0.416933,3.07808,1058.28,-506.481,-423.988,4.15037,0.0511559,0.505822,-0.000192655,-0.0763096,0.417812,0.417812,1058.28,-506.348,-423.832,4.14163,0.0514766,0.487684,-0.000341578,-0.122414
0.192,0.214865,2.48421,1055.8,-491.319,-456.35,12.8426,0.0509685,0.710538,3.09991e-05,-0.140513,0.36359,3.68578,1055.67,-493.659,-448.835,5.66298,0.0493969,0.74094,-0.000173942,-0.169103,0.637222,0.637222,1055.67,-493.729,-448.77,5.66566,0.0499669,0.734164,-0.000339471,-0.126255
0.198,0.375932,3.58251,1053.04,-482.844,-465.132,10.6651,0.0493963,1.04371,-1.21029e-05,-0.0928377,0.387489,3.29541,1052.89,-481.681,-476.705,7.54752,0.0477431,0.990231,-0.000168964,-0.134237,0.544301,0.544301,1052.89,-481.985,-476.577,7.55123,0.0484686,0.990754,-0.000335193,-0.136772
0.204,0.280514,3.17446,1050.08,-472.849,-447.057,7.39783,0.0472406,1.13772,-3.20442e-05,-0.10829,0.333335,2.66474,1049.99,-468.775,-487.331,8.23121,0.0460914,1.17624,-0.000206562,-0.110405,0.418411,0.418411,1049.99,-468.431,-487.68,8.22565,0.0467102,1.15943,-0.000325645,-0.146704
0.21,0.217893,2.15331,1047.09,-457.282,-520.237,11.4281,0.0452926,1.31136,-0.0001829,-0.0251081,0.249757,2.49412,1047.05,-453.951,-493.127,9.35909,0.0442196,1.33454,-0.000230647,-0.134817,0.41367,0.41367,1047.05,-454.069,-493.049,9.35971,0.044936,1.30683,-0.000316926,-0.160553
0.216,0.214348,2.1664,1044.18,-432.233,-524.588,3.38441,0.0443743,1.47093,-9.39949e-05,-0.324698,0.314638,3.05904,1044.06,-439.941,-502.309,10.9147,0.042973,1.49684,-0.000208538,-0.160481,0.493155,0.493155,1044.06,-439.513,-502.744,10.9106,0.043383,1.48264,-0.000312239,-0.161799
0.222,0.284211,2.79328,1041.18,-416.198,-504.123,4.07379,0.0427878,1.60848,-0.000150393,-0.269111,0.249282,2.50273,1041.02,-427.542,-510.684,11.8101,0.0419358,1.65244,-0.000216056,-0.149765,0.414482,0.414482,1041.02,-427.599,-510.673,11.8169,0.0423127,1.64349,-0.000303285,-0.156436
