vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1011.96, 24.4157, -527.893, 22.016, 0.023257, 0.139545, 1012.06, 16.1683, -549.713, 17.3823, 0.028562, 0.171565, 1012.06, 16.6607, -547.582, 18.1169, 0.010827, 0.010827
0.11, 1012.1, -0.749833, -527.907, 22.2304, 0.023372, 0.139566, 1012.11, -2.26809, -549.676, 17.9292, 0.028532, 0.170961, 1012.11, 2.68916, -547.564, 18.6501, 0.010839, 0.010839
0.12, 1011.67, -67.1372, -529.613, 22.4753, 0.023303, 0.139535, 1011.79, -45.1008, -549.727, 18.2451, 0.028387, 0.173559, 1011.79, -41.9587, -547.632, 18.9599, 0.010835, 0.010835
0.13, 1011.13, -78.3954, -529.051, 23.0431, 0.023325, 0.139729, 1011.27, -56.2668, -549.418, 18.7997, 0.028508, 0.171151, 1011.27, -50.06, -547.324, 19.5146, 0.010771, 0.010771
0.14, 1010.18, -124.066, -527.197, 24.845, 0.023393, 0.139795, 1010.27, -144.298, -548.136, 19.9365, 0.028512, 0.171374, 1010.27, -151.14, -546.012, 20.659, 0.010832, 0.010832
0.15, 1008.86, -185.514, -526.486, 25.2815, 0.023338, 0.139329, 1008.86, -174.673, -546.845, 20.9529, 0.02859, 0.171062, 1008.86, -179.694, -544.842, 21.6495, 0.011047, 0.011047
0.16, 1006.91, -238.107, -524.641, 26.6004, 0.023378, 0.140008, 1007, -235.502, -534.364, 27.6461, 0.028483, 0.170575, 1007, -244.54, -532.773, 28.2729, 0.01103, 0.01103
0.17, 1004.44, -251.002, -522.614, 27.8216, 0.023517, 0.14227, 1004.58, -262.178, -528.653, 30.5635, 0.028606, 0.171487, 1004.58, -259.597, -527.409, 31.1518, 0.011108, 0.011108
0.18, 1001.54, -185.139, -517.992, 30.6649, 0.023469, 0.140996, 1001.7, -236.02, -524.726, 32.5256, 0.028617, 0.171478, 1001.7, -230.494, -523.446, 33.1168, 0.01109, 0.01109
0.19, 998.841, -320.76, -513.892, 31.8581, 0.023157, 0.140774, 998.95, -312.354, -518.323, 35.1982, 0.028559, 0.171577, 998.95, -309.904, -517.454, 35.7643, 0.01107, 0.01107
0.2, 995.878, -243.775, -507.643, 32.1324, 0.023654, 0.141144, 995.969, -284.845, -511.076, 37.9086, 0.02849, 0.171331, 995.969, -282.844, -510.136, 38.4759, 0.011021, 0.011021
0.21, 992.813, -339.54, -500.692, 33.7193, 0.023536, 0.141208, 992.919, -341.532, -502.59, 40.7339, 0.028465, 0.171494, 992.919, -343.31, -501.774, 41.293, 0.011047, 0.011047
0.22, 989.048, -328.355, -491.72, 34.9827, 0.023645, 0.141347, 989.201, -340.114, -490.756, 44.1503, 0.028782, 0.171707, 989.201, -340.56, -490.3, 44.6993, 0.011033, 0.011033
0.23, 985.283, -381.68, -469.941, 34.9488, 0.023616, 0.142635, 985.529, -396.606, -472.953, 49.1856, 0.028572, 0.172125, 985.529, -395.072, -471.103, 49.7569, 0.011061, 0.011061
0.24, 981.647, -343.026, -445.067, 36.1869, 0.02361, 0.141093, 981.817, -370.84, -461.61, 52.112, 0.028545, 0.171659, 981.817, -370.024, -460.002, 52.6744, 0.010996, 0.010996
0.25, 978.043, -328.922, -437.893, 38.9052, 0.023558, 0.142942, 978.192, -339.362, -452.242, 54.4278, 0.02856, 0.171604, 978.192, -335.043, -450.856, 54.9889, 0.011066, 0.011066
0.26, 974.357, -450.718, -427.979, 41.4875, 0.023534, 0.141322, 974.474, -423.525, -442.214, 56.8549, 0.02857, 0.17119, 974.474, -424.725, -440.855, 57.419, 0.01104, 0.01104
0.27, 970.18, -508.513, -421.363, 42.8369, 0.023673, 0.141728, 970.373, -451.172, -432.926, 58.7993, 0.028571, 0.17161, 970.373, -453.888, -431.752, 59.3618, 0.011019, 0.011019
0.28, 965.905, -406.018, -410.288, 46.5127, 0.0236, 0.141637, 966.127, -405.447, -422.465, 60.7593, 0.028339, 0.171478, 966.127, -405.596, -421.299, 61.3219, 0.011068, 0.011068
0.29, 962.044, -444.255, -402.511, 47.1556, 0.024048, 0.140904, 962.134, -412.905, -416.219, 62.5453, 0.028543, 0.171237, 962.134, -412.022, -415.046, 63.1077, 0.011062, 0.011062
0.3, 957.503, -524.147, -396.549, 48.0939, 0.023592, 0.143207, 957.755, -466.101, -403.722, 64.3396, 0.028549, 0.171519, 957.755, -472.27, -403.084, 64.9008, 0.01105, 0.01105
0.31, 953.555, -414.762, -387.521, 48.7687, 0.023668, 0.141607, 953.706, -426.343, -395.731, 65.7424, 0.028613, 0.171428, 953.706, -426.416, -395.058, 66.3082, 0.011057, 0.011057
0.32, 948.985, -465.69, -383.065, 66.1432, 0.023728, 0.141533, 949.117, -473.234, -390.907, 70.0851, 0.028619, 0.171386, 949.117, -473.611, -390.324, 70.7184, 0.010703, 0.010703
0.33, 944.256, -368.441, -377.547, 68.6315, 0.023683, 0.143366, 944.391, -417.92, -383.053, 71.8787, 0.028561, 0.17184, 944.391, -414.611, -382.633, 72.5207, 0.010734, 0.010734
0.34, 939.925, -427.948, -370.539, 69.6523, 0.023707, 0.142715, 940.106, -438.057, -374.088, 72.9447, 0.028756, 0.171837, 940.106, -437.299, -374.452, 73.5891, 0.010731, 0.010731
0.35, 935.201, -511.246, -343.108, 70.7496, 0.023647, 0.141819, 935.512, -484.532, -361.06, 74.5754, 0.028715, 0.171789, 935.512, -486.132, -360.322, 75.2265, 0.010732, 0.010732
0.36, 930.643, -402.293, -368.694, 88.2451, 0.023706, 0.141834, 930.868, -437.605, -354.879, 79.0568, 0.028693, 0.171716, 930.868, -435.276, -354.38, 79.803, 0.010741, 0.010741
0.37, 926.564, -431.16, -362.544, 89.6269, 0.023666, 0.141658, 926.615, -416.382, -348.128, 80.1859, 0.028655, 0.172264, 926.615, -414.972, -347.913, 80.94, 0.010762, 0.010762
0.38, 921.958, -501.363, -354.596, 90.8397, 0.023719, 0.142269, 922.056, -487.571, -342.767, 81.0294, 0.028628, 0.171759, 922.056, -490.733, -342.767, 81.789, 0.010765, 0.010765
0.39, 917.062, -385.868, -345.265, 93.3122, 0.023754, 0.143473, 917.23, -453.767, -329.623, 82.0777, 0.028597, 0.172113, 917.23, -452.94, -329.515, 82.8466, 0.010669, 0.010669
0.4, 912.409, -532.277, -337.898, 94.4425, 0.023667, 0.141958, 912.584, -475.343, -322.843, 82.9, 0.028619, 0.171695, 912.584, -476.31, -322.815, 83.6773, 0.010742, 0.010742
0.41, 907.704, -456.158, -350.765, 95.5395, 0.023771, 0.143155, 907.802, -472.812, -319.711, 84.2835, 0.028521, 0.171308, 907.802, -473.54, -319.752, 85.0673, 0.011113, 0.011113
0.42, 902.703, -587.828, -329.637, 96.6181, 0.023605, 0.141529, 902.946, -514.171, -305.047, 84.6126, 0.02855, 0.171405, 902.946, -517.323, -305.078, 85.4013, 0.011046, 0.011046
0.43, 898.12, -463.085, -325.593, 97.603, 0.023671, 0.141943, 898.291, -457.222, -300.258, 85.0577, 0.028671, 0.171339, 898.291, -458.105, -300.482, 85.8513, 0.011034, 0.011034
0.44, 893.338, -414.326, -302.708, 98.5548, 0.023657, 0.141924, 893.595, -456.146, -286.178, 85.1458, 0.028631, 0.171342, 893.595, -454.309, -285.517, 85.9445, 0.011062, 0.011062
0.45, 888.669, -469.352, -300.348, 99.5527, 0.023569, 0.141622, 888.949, -467.995, -281.431, 85.6431, 0.02857, 0.171616, 888.949, -469.14, -280.893, 86.4463, 0.011051, 0.011051
0.46, 884.181, -463.894, -297.233, 100.441, 0.023558, 0.141525, 884.355, -447.008, -277.5, 86.1282, 0.028539, 0.171668, 884.355, -446.806, -277.011, 86.9363, 0.011038, 0.011038
0.47, 879.681, -515.195, -277.245, 101.311, 0.02361, 0.141213, 879.86, -477.685, -257.885, 85.3788, 0.028602, 0.17176, 879.86, -479.048, -255.99, 86.1912, 0.011043, 0.011043
0.48, 874.986, -478.632, -256.88, 100.828, 0.02358, 0.141512, 875.2, -465.788, -252.829, 85.9633, 0.028673, 0.171556, 875.2, -466.796, -251.465, 86.7798, 0.011052, 0.011052
0.49, 870.32, -444.507, -237.912, 101.61, 0.023606, 0.143299, 870.542, -476.701, -240.099, 85.4985, 0.028595, 0.171577, 870.542, -476.196, -238.026, 86.3186, 0.01098, 0.01098
