spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,1.24095,4.29224,547.898,-14.8558,-33.3558,7.66842,0.00228838,13.0282,2.80399e-05,-0.232967,0.481953,5.59169,560.406,-14.0041,-52.0687,4.60691,0.00836201,13.1266,-1.35848e-05,0.0158298,1.50746,1.50746,560.406,-13.9785,-52.0569,4.5934,0.00834812,13.1274,-1.73016e-05,0.0191627
50.8664,0.688743,7.42583,572.055,-10.8152,-64.7635,4.87193,0.00252039,12.8949,-3.83568e-05,0.0782374,0.908996,8.78636,584.829,-19.2145,-96.8742,4.68257,0.00948763,13.0207,-2.44281e-05,-0.000785589,1.55939,1.55939,584.829,-19.1652,-96.8705,4.65181,0.00948572,13.0208,-2.19527e-05,0.001078
52.8228,1.00087,8.7732,597.041,-25.7928,-111.714,-0.993299,0.00476484,13.2137,3.76638e-05,0.236189,1.01235,9.26724,610.073,-22.8959,-132.754,5.52991,0.0103055,13.1149,-2.4351e-05,-0.0257577,1.32256,1.32256,610.073,-22.8689,-132.754,5.52365,0.0103047,13.1153,-2.75926e-05,-0.0256568
54.7792,0.880349,8.56261,623.269,-24.9828,-152.29,-15.4459,0.00419648,12.9537,-5.04141e-05,1.26584,1.01704,9.57239,636.449,-26.9658,-177.502,8.5025,0.0109748,13.0327,-2.95003e-05,-0.0443361,0.858848,0.858848,636.449,-26.9915,-177.501,8.50596,0.0109849,13.0323,-3.29151e-05,-0.0462178
56.7356,0.76711,5.43665,649.315,-37.9844,-194.084,14.7438,0.00767703,12.8304,-0.000102481,0.499922,0.517432,7.43695,662.402,-37.1049,-224.941,10.2856,0.0131561,12.8763,-3.70059e-05,-0.0435801,1.06568,1.06568,662.402,-37.1619,-224.946,10.3068,0.0131636,12.8761,-4.16316e-05,-0.0584614
58.692,0.433477,4.33707,673.823,-46.6046,-281.496,7.01669,0.0081401,12.9669,-2.8635e-05,-0.216948,0.508089,7.58335,686.622,-42.631,-275.592,11.4917,0.0141147,12.7838,-4.56588e-05,-0.0868952,1.23435,1.23435,686.622,-42.6353,-275.595,11.4778,0.0141018,12.7852,-4.93244e-05,-0.0949081
60.6484,0.57236,5.30842,699.647,-53.8009,-295.538,10.3752,0.00859715,12.8321,-5.85398e-05,-0.213378,0.484132,5.95971,711.706,-51.3566,-323.392,11.8062,0.0156611,12.5825,-5.59635e-05,-0.158081,0.880838,0.880838,711.706,-51.4051,-323.394,11.8215,0.0156492,12.5833,-5.64298e-05,-0.143602
62.6048,0.727505,7.40078,726.055,-61.6269,-351.446,25.3411,0.0129624,12.4165,-8.73224e-05,-0.15936,0.385088,7.0319,737.63,-59.4753,-375.057,16.7389,0.0174633,12.1652,-5.59495e-05,-0.171877,1.48498,1.48498,737.63,-59.4279,-375.059,16.7205,0.0173974,12.1675,-6.35198e-05,-0.173091
64.5612,0.433052,6.18152,749.832,-55.5358,-389.158,9.93143,0.0125038,12.3657,-0.000276901,-0.103998,0.748044,7.36671,760.552,-71.083,-426.794,12.9223,0.0194665,11.8832,-8.03719e-05,-0.233611,1.47181,1.47181,760.552,-71.1522,-426.787,12.9487,0.0194282,11.885,-8.06957e-05,-0.220635
66.5176,0.780498,8.36324,771.98,-75.2315,-471.2,36.3949,0.0156344,11.9198,-7.16521e-05,-0.0253002,0.992266,6.96717,782.353,-81.549,-477.989,17.6655,0.0213683,11.4318,-8.40424e-05,-0.248075,0.941121,0.941121,782.353,-81.6414,-477.982,17.691,0.0213676,11.4322,-8.54928e-05,-0.245053
