corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.295197,2.92708,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.254402,2.52511,993.027,-397.86,-577.644,15.4763,0.0610236,3.3458,-0.000292909,-0.178665,0.423928,0.423928,993.027,-397.626,-577.802,15.4645,0.0608401,3.34785,-0.00030493,-0.162844
0.312,0.244343,2.89033,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.25963,3.58433,993.213,-393.385,-576.788,15.2915,0.0601118,3.3367,-0.000288088,-0.178938,0.892712,0.892712,993.213,-393.108,-576.934,15.2804,0.0599194,3.33843,-0.000303116,-0.162953
0.324,0.438136,3.13378,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.335738,4.34652,993.397,-389.328,-575.548,15.3306,0.0592256,3.32734,-0.000282765,-0.177337,0.622246,0.622246,993.397,-389.417,-575.491,15.3553,0.0592015,3.32519,-0.000301742,-0.163264
0.336,0.286035,3.41672,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.36705,3.32107,993.581,-384.768,-574.893,15.4435,0.058439,3.31731,-0.000271725,-0.172253,0.553369,0.553369,993.581,-384.8,-574.882,15.4462,0.0582499,3.31833,-0.000298456,-0.162842
0.348,0.221409,2.17979,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.256454,2.56195,993.769,-381.525,-573.44,16.0548,0.0576841,3.30839,-0.000261624,-0.168214,0.423935,0.423935,993.769,-381.546,-573.434,16.0469,0.057623,3.30633,-0.000295474,-0.162258
0.36,0.221399,2.18163,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.255539,2.54814,993.966,-377.97,-572.335,16.6491,0.0569679,3.2994,-0.000261781,-0.170842,0.420022,0.420022,993.966,-377.904,-572.385,16.6431,0.0569125,3.29696,-0.000292928,-0.161509
0.372,0.219836,2.18187,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.255666,2.56205,994.169,-374.095,-571.479,17.1308,0.0561941,3.29142,-0.000263484,-0.174711,0.426921,0.426921,994.169,-373.993,-571.562,17.1124,0.0561123,3.28942,-0.00028996,-0.161289
0.384,0.216355,2.17926,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.253051,2.54663,994.376,-369.909,-570.797,17.4504,0.0553904,3.2838,-0.000261965,-0.175602,0.422845,0.422845,994.376,-369.952,-570.777,17.4566,0.055315,3.28153,-0.000287482,-0.161262
0.396,0.218982,2.17775,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.251674,2.53452,994.588,-365.9,-570.024,17.9015,0.054574,3.27733,-0.000255001,-0.172086,0.422412,0.422412,994.588,-365.921,-570.044,17.8952,0.0544949,3.27506,-0.000283438,-0.16096
0.408,0.219325,2.18415,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.254474,2.54183,994.806,-362.005,-569.293,18.4933,0.0537317,3.27223,-0.000256974,-0.171955,0.422049,0.422049,994.806,-362.081,-569.251,18.4911,0.0537368,3.26824,-0.00028048,-0.160461
