vol1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,8.14621,56.0087,1012.14,1.48881,-636.854,-12.385,-0.0852426,3.55764,0.000638989,-0.134749,5.28078,40.3989,1012.21,2.7938,-627.362,-17.634,-0.0769242,3.5393,0.000527629,-0.156647,6.30905,6.30905,1012.21,2.8601,-627.376,-17.6475,-0.0770693,3.53637,0.000428974,-0.165948
0.104,2.62582,26.8338,1012.01,-9.05088,-634.515,-18.4645,-0.0790782,3.56513,0.000728926,-0.0931652,4.27301,41.9201,1012.1,-6.13043,-629.076,-16.8149,-0.0725449,3.5585,0.0004929,-0.161452,5.92438,5.92438,1012.1,-6.19042,-629.059,-16.7996,-0.0724279,3.55421,0.000388831,-0.169178
0.108,3.46959,27.4543,1012.62,-19.0035,-654.266,-25.0059,-0.0710239,3.50787,0.00048556,-0.0982865,2.47751,29.1063,1012.64,-16.1662,-626.053,-18.1436,-0.0671353,3.52827,0.00042804,-0.1812,5.08899,5.08899,1012.64,-16.157,-626.067,-18.1538,-0.0669834,3.52349,0.000337025,-0.173925
0.112,2.56327,25.5909,1012.22,-16.1714,-627.722,-11.3659,-0.0698545,3.64844,0.000501055,-0.14359,2.90643,28.0445,1012.2,-24.7271,-631.977,-16.4068,-0.0641232,3.61039,0.000360591,-0.174023,4.2553,4.2553,1012.2,-24.704,-631.98,-16.4092,-0.0640817,3.60779,0.00030873,-0.171193
0.116,5.06331,24.7388,1012.06,-33.9039,-609.679,-8.35665,-0.0669175,3.57809,0.000178187,-0.244638,2.98387,26.0227,1012,-36.3556,-624.28,-15.8844,-0.0612197,3.5508,0.000324743,-0.176732,4.25833,4.25833,1012,-36.2484,-624.305,-15.8985,-0.061279,3.55085,0.000266119,-0.173191
0.12,2.17272,21.4286,1011.65,-46.121,-646.307,-25.9543,-0.0626248,3.64723,0.000312153,-0.277678,2.4979,25.3902,1011.64,-49.5551,-629.886,-14.9664,-0.0568183,3.58026,0.000275778,-0.170406,4.31101,4.31101,1011.64,-49.5911,-629.868,-14.9533,-0.0568523,3.58126,0.000226698,-0.168202
0.124,2.09829,20.814,1011.56,-63.7273,-626.091,-14.7303,-0.0604188,3.53732,0.000397195,-0.15824,2.51595,25.3136,1011.53,-59.3292,-622.97,-13.3645,-0.0542912,3.51428,0.000275575,-0.185398,4.22116,4.22116,1011.53,-59.2742,-622.993,-13.3802,-0.0544397,3.51196,0.000204625,-0.172068
0.128,2.14478,21.4054,1011.14,-76.5394,-631.683,-4.00654,-0.0524995,3.53141,0.000147035,-0.174301,2.50502,25.3243,1011.08,-73.8217,-621.952,-12.375,-0.0481813,3.52879,0.000167502,-0.175881,4.13191,4.13191,1011.08,-73.8299,-621.945,-12.3724,-0.0482625,3.52696,0.000163654,-0.167507
0.132,2.09216,21.0163,1010.98,-96.8936,-608.427,-9.00693,-0.0495361,3.55316,8.64911e-05,-0.0639256,2.51432,25.2626,1011.02,-89.3689,-621.326,-11.4115,-0.0444696,3.52768,0.000157966,-0.156815,4.2085,4.2085,1011.02,-89.3148,-621.344,-11.4186,-0.0446353,3.52861,0.00012532,-0.171162
0.136,2.29348,21.1972,1010.66,-98.5908,-624.942,-6.52548,-0.0433492,3.56796,0.000261801,-0.134438,2.50104,24.4343,1010.71,-104.53,-622.027,-9.93335,-0.0391213,3.51459,0.000164687,-0.164516,4.10984,4.10984,1010.71,-104.474,-622.061,-9.95318,-0.0391134,3.51489,0.000107835,-0.171429
0.14,2.21329,20.2971,1010.31,-116.386,-628.254,-11.5266,-0.0381352,3.58153,8.61678e-05,-0.161057,2.43282,24.3017,1010.34,-115.1,-617.683,-6.12896,-0.0347144,3.51229,9.81364e-05,-0.168115,4.11437,4.11437,1010.34,-115.129,-617.655,-6.11055,-0.0346845,3.51302,7.41898e-05,-0.169793
0.144,2.21349,19.9825,1009.71,-134.613,-621.082,1.00507,-0.0347733,3.52139,-2.7229e-05,-0.0693775,2.38574,24.0946,1009.78,-127.152,-613.174,-3.9179,-0.0307077,3.47842,6.60341e-05,-0.146508,4.11496,4.11496,1009.78,-127.086,-613.202,-3.93132,-0.0307848,3.47974,4.0563e-05,-0.167616
0.148,2.21371,20.1645,1008.71,-140.432,-613.849,-3.53198,-0.0290392,3.55147,2.74214e-05,-0.0516729,2.41963,23.7903,1008.8,-141.95,-615.365,-3.46915,-0.0257234,3.48898,5.279e-05,-0.164209,4.10994,4.10994,1008.8,-141.962,-615.351,-3.45754,-0.0258746,3.49116,1.60934e-05,-0.168075
0.152,2.23397,20.3044,1009.18,-160.338,-615.707,5.27943,-0.0213515,3.46176,0.000298161,-0.0940709,2.42386,24.1092,1009.29,-159.751,-606.263,-2.67336,-0.0196073,3.4265,3.51083e-05,-0.163159,4.11267,4.11267,1009.29,-159.737,-606.264,-2.67403,-0.0196195,3.42422,-1.4413e-05,-0.169533
0.156,2.15973,20.0297,1008.05,-169.352,-621.732,-0.412675,-0.0194831,3.5217,5.45388e-05,-0.267892,2.43822,24.2894,1008.1,-171.354,-606.549,0.0206909,-0.0161234,3.43802,2.80134e-06,-0.176037,4.1484,4.1484,1008.1,-171.37,-606.547,0.021431,-0.0162655,3.43994,-4.67088e-05,-0.16858
0.16,2.12641,20.0059,1007.24,-184.524,-606.66,-8.5535,-0.0151877,3.45404,-4.66772e-05,-0.152779,2.38988,23.8528,1007.3,-187.283,-603.356,3.11062,-0.0110293,3.40644,-2.87842e-05,-0.176134,4.11427,4.11427,1007.3,-187.352,-603.334,3.11776,-0.0111639,3.405,-6.56024e-05,-0.170237
0.164,2.07954,20.1897,1006.62,-203.634,-594.389,-2.56368,-0.00643493,3.42195,-0.000171187,-0.207136,2.40745,23.7616,1006.72,-200.941,-600.022,5.42959,-0.00504184,3.41324,-5.58805e-05,-0.163234,4.11144,4.11144,1006.72,-200.831,-600.074,5.42002,-0.00516917,3.41249,-7.70279e-05,-0.166892
0.168,2.03555,20.1024,1005.55,-219.449,-588.592,12.7779,-0.00462732,3.35589,0.0001213,-0.19943,2.42661,23.973,1005.7,-208.464,-592.643,6.58203,-0.00176742,3.35181,-7.14308e-05,-0.171677,4.11489,4.11489,1005.7,-208.497,-592.635,6.57918,-0.002002,3.34991,-0.000101114,-0.171326
0.172,1.9614,19.9115,1004.52,-234.109,-593.946,5.16405,0.00277567,3.31786,-9.3909e-05,-0.323705,2.40404,23.9938,1004.6,-222.55,-588.503,7.82035,0.0038677,3.32735,-8.41292e-05,-0.17983,4.11622,4.11622,1004.6,-222.458,-588.539,7.81492,0.00376271,3.32582,-0.000123945,-0.16965
0.176,1.98934,20.0335,1003.94,-239.605,-595.258,4.90881,0.00727482,3.40295,-7.47364e-05,-0.179454,2.39469,23.7712,1004.09,-234.658,-590.242,10.1349,0.00885946,3.36422,-0.000116348,-0.176236,4.11212,4.11212,1004.09,-234.671,-590.224,10.1426,0.0087366,3.36599,-0.000140054,-0.16941
0.18,1.99803,20.3969,1002.57,-256.101,-593.736,13.8257,0.0119521,3.37316,-7.43698e-05,-0.159501,2.43541,23.864,1002.78,-246.429,-584.863,12.8393,0.0141985,3.3291,-0.000140209,-0.174584,4.11035,4.11035,1002.78,-246.476,-584.841,12.8443,0.0141024,3.32733,-0.000156896,-0.169277
0.184,1.97823,20.1264,1001.2,-263.34,-592.358,12.9994,0.0159847,3.32023,-0.000121146,-0.195812,2.4159,24.0573,1001.42,-257.719,-581.36,12.9307,0.0186512,3.29203,-0.000158404,-0.159815,4.11105,4.11105,1001.42,-257.723,-581.368,12.9307,0.0185164,3.2907,-0.00017279,-0.163711
0.188,1.95159,20.0083,1000.79,-270.655,-579.536,23.7154,0.0224757,3.25614,-0.00013907,-0.238585,2.39808,23.9001,1001,-270.34,-572.228,16.2352,0.0231932,3.24672,-0.000177483,-0.165268,4.11323,4.11323,1001,-270.291,-572.261,16.2243,0.0231877,3.24442,-0.000190529,-0.168047
0.192,2.02637,20.191,999.261,-282.978,-553.976,15.1427,0.0269517,3.2441,6.54282e-05,-0.197105,2.38105,23.6683,999.565,-279.113,-568.464,18.2168,0.0279404,3.23225,-0.000162058,-0.153936,4.10996,4.10996,999.565,-279.12,-568.452,18.2258,0.0278353,3.22849,-0.000199969,-0.164367
0.196,1.96378,20.2834,998.32,-286.448,-568.298,22.1931,0.0319368,3.22495,-0.000371438,-0.147448,2.4214,23.9114,998.569,-289.242,-563.714,20.7844,0.0328935,3.21332,-0.000199411,-0.168491,4.11034,4.11034,998.569,-289.286,-563.696,20.7846,0.0328045,3.21087,-0.000224,-0.16596
0.2,1.96885,20.3436,997.483,-306.165,-558.234,28.9726,0.0345628,3.20047,-0.000403286,-0.236148,2.44676,24.0295,997.736,-297.112,-557.233,22.0198,0.0367644,3.17933,-0.000222562,-0.169566,4.1118,4.1118,997.736,-296.958,-557.317,22.0134,0.0365333,3.18023,-0.000231012,-0.165523
0.204,1.98081,20.1125,995.725,-324.635,-548.896,19.7814,0.041699,3.20153,-0.000183283,-0.0551414,2.39821,24.0484,996.051,-308.572,-556.191,23.979,0.0419014,3.16386,-0.000243671,-0.163446,4.11257,4.11257,996.051,-308.563,-556.209,23.9821,0.041784,3.16478,-0.000235651,-0.165518
0.208,1.99764,20.6036,994.694,-315.386,-555.63,36.609,0.0418367,3.16741,-0.000268553,-0.288596,2.4343,23.742,994.963,-313.036,-548.347,26.4719,0.0441325,3.12428,-0.000237949,-0.178729,4.11063,4.11063,994.963,-313.12,-548.297,26.4773,0.0438827,3.12306,-0.000248439,-0.16258
