corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,4.16485,41.7381,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,4.10884,41.2251,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,8.53756,8.53756,991.659,-118.015,-244.148,2.75671,0.0202196,1.06024,-8.494e-05,-0.0526939
0.312,4.21958,41.6554,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,4.13489,41.1302,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,7.43814,7.43814,991.833,-116.856,-243.694,2.85645,0.0200203,1.05795,-8.45622e-05,-0.0526673
0.324,4.36138,32.2795,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,4.14398,36.9204,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,4.86718,4.86718,992.015,-115.621,-243.31,2.95574,0.0198108,1.05607,-8.41588e-05,-0.0526001
0.336,2.80822,28.2645,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,2.84719,28.229,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,4.81684,4.81684,992.21,-114.46,-242.844,3.09234,0.0196119,1.05385,-8.36699e-05,-0.0525979
0.348,2.78727,27.6355,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,2.74334,27.4448,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,4.8267,4.8267,992.432,-113.21,-242.399,3.13561,0.0193978,1.05168,-8.32789e-05,-0.052529
0.36,2.74001,26.5535,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,2.64962,26.1687,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,4.79943,4.79943,992.644,-111.868,-241.986,3.18788,0.0191721,1.04956,-8.27718e-05,-0.052616
0.372,2.62344,26.0484,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,2.59958,26.0378,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,4.78696,4.78696,992.853,-110.585,-241.556,3.25507,0.0189554,1.04745,-8.23741e-05,-0.0526955
0.384,2.60135,26.0143,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,2.59927,26.0095,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,4.79557,4.79557,993.062,-109.272,-241.192,3.33673,0.0187334,1.04569,-8.18544e-05,-0.0526971
0.396,2.5984,26.0565,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,2.60319,26.0748,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,4.80128,4.80128,993.266,-107.889,-240.852,3.42199,0.018501,1.04396,-8.13391e-05,-0.0526942
0.408,2.599,26.0309,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,2.59999,26.0256,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,4.79264,4.79264,993.494,-106.534,-240.432,3.50545,0.0182706,1.04187,-8.09156e-05,-0.0526341
0.42,2.60066,26.0278,993.692,-371.799,-588,19.1879,0.049751,3.27912,-0.000275851,-0.190981,2.60224,26.0274,993.692,-371.799,-588,19.1879,0.049751,3.27912,-0.000275851,-0.190981,4.79109,4.79109,993.692,-105.151,-240.126,3.60246,0.0180375,1.04043,-8.03774e-05,-0.0526106
