vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.97, 8.84644, -557.376, -10.3396, 0.117347, 0.706152, 1012.99, 6.81215, -593.23, -6.25862, 0.1447, 0.869163, 1012.99, 5.10436, -590.853, -5.89914, 0.058278, 0.058278
0.11, 1012.92, -17.0401, -557.911, -10.1378, 0.1174, 0.705428, 1012.91, -16.8367, -592.209, -4.51682, 0.143976, 0.863426, 1012.91, -21.4834, -589.992, -4.27875, 0.058869, 0.058869
0.12, 1012.66, -41.9216, -559.216, -9.95468, 0.118358, 0.705862, 1012.68, -26.5606, -592.188, -3.82992, 0.143637, 0.861975, 1012.68, -23.9786, -589.995, -3.61675, 0.058445, 0.058445
0.13, 1012.2, -86.7617, -555.265, -5.82154, 0.118708, 0.707591, 1012.19, -76.6984, -588.743, -0.737689, 0.143636, 0.861225, 1012.19, -74.9626, -586.526, -0.522197, 0.058737, 0.058737
0.14, 1011.25, -102.969, -552.942, -4.56948, 0.117496, 0.70671, 1011.25, -126.137, -587.099, 0.687177, 0.143745, 0.860435, 1011.25, -125.314, -584.935, 0.889974, 0.060017, 0.060017
0.15, 1009.82, -145.4, -550.503, -3.27543, 0.119393, 0.706278, 1009.8, -145.195, -582.519, 3.76208, 0.14423, 0.860764, 1009.8, -143.888, -580.487, 3.93419, 0.058759, 0.058759
0.16, 1008.09, -180.856, -541.517, 5.46923, 0.118567, 0.709759, 1008.12, -180.264, -572.184, 9.61651, 0.143772, 0.863867, 1008.12, -183.998, -570.093, 9.80708, 0.058808, 0.058808
0.17, 1006.03, -219.988, -541.739, 7.63961, 0.117823, 0.70607, 1006.09, -225.729, -565.166, 13.5598, 0.143657, 0.861685, 1006.09, -225.905, -563.519, 13.7049, 0.058499, 0.058499
0.18, 1003.72, -215.961, -537.972, 9.78625, 0.117669, 0.709175, 1003.74, -231.052, -560.383, 16.33, 0.143984, 0.862075, 1003.74, -232.995, -558.878, 16.4668, 0.058765, 0.058765
0.19, 1001.15, -320.245, -533.039, 11.4257, 0.118145, 0.707974, 1001.16, -290.078, -555.262, 18.7924, 0.143146, 0.863476, 1001.16, -290.972, -553.941, 18.9193, 0.058934, 0.058934
0.2, 998.182, -316.322, -530.096, 13.8955, 0.117991, 0.708612, 998.196, -317.072, -544.743, 22.9202, 0.14359, 0.862818, 998.196, -316.751, -543.744, 23.0346, 0.058681, 0.058681
