corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.21033,2.53694,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.319528,6.27907,992.235,-415.39,-586.187,16.7375,0.0602084,3.41361,-0.000295722,-0.213295,0.848599,0.848599,992.235,-415.075,-586.398,16.7161,0.0603421,3.42295,-0.000306637,-0.161383
0.312,0.443439,4.8137,991.705,-385.791,-550.08,0.388297,0.0487827,3.2341,-0.00106782,-0.137525,0.637185,2.56542,991.955,-398.076,-570.08,14.3377,0.0545306,3.26344,-0.000360981,-0.13076,0.34844,0.34844,991.955,-398.161,-570.063,14.3147,0.0544632,3.25263,-0.000291051,-0.177877
0.324,0.200865,2.85081,990.865,-403.111,-605.13,9.58326,0.0573571,3.3522,0.000214555,-0.485004,0.253958,3.77173,991.027,-414.87,-582.103,13.9639,0.0597035,3.34643,-0.00030998,-0.220357,0.630957,0.630957,991.027,-414.909,-582.086,13.9684,0.0592626,3.34501,-0.000314678,-0.176166
0.336,0.345829,5.98186,992.739,-421.344,-590.307,29.2793,0.0525078,3.46393,0.000419966,-0.25829,0.505678,5.47448,993.127,-407.467,-585.479,17.963,0.0600973,3.37542,-0.000245394,-0.192165,0.877228,0.877228,993.127,-407.463,-585.514,17.9421,0.0596925,3.38097,-0.000289201,-0.163329
0.348,0.417069,6.12104,991.978,-383.584,-677.121,13.2486,0.0600869,3.36594,-0.000584747,-0.117792,0.743026,6.86121,992.326,-410.065,-579.784,16.3535,0.0586017,3.30064,-0.000266248,-0.175167,1.26584,1.26584,992.326,-410.121,-579.746,16.3561,0.0583985,3.29653,-0.000285783,-0.161555
0.36,0.575666,4.69178,991.941,-464.273,-619.327,44.3291,0.0483987,3.49763,-0.000300258,-0.264497,0.331335,2.63988,992.3,-395.134,-581.381,17.3651,0.0552341,3.35655,-0.000228615,-0.179728,0.423363,0.423363,992.3,-395.37,-581.253,17.3696,0.055044,3.35787,-0.000258763,-0.16582
0.372,0.288639,2.91912,992.618,-382.225,-605.663,44.0087,0.0486211,3.33401,-2.12437e-05,-0.124275,0.249316,2.5401,992.922,-385.658,-581.8,17.4339,0.0533569,3.30978,-0.000331656,-0.175698,0.420217,0.420217,992.922,-385.778,-581.733,17.4361,0.05325,3.31252,-0.000295618,-0.170455
0.384,0.143136,2.0745,993.345,-386.16,-538.833,-0.142286,0.0532364,3.2198,-0.00125267,-0.184036,0.263838,2.57368,993.64,-380.412,-565.361,14.9852,0.0522668,3.21395,-0.000279192,-0.150573,0.420296,0.420296,993.64,-380.424,-565.354,14.9791,0.0522655,3.21101,-0.000284895,-0.167221
0.396,0.26142,2.10677,994.107,-384.078,-569.252,4.63791,0.0604695,3.15815,-0.000607127,0.075674,0.249931,2.61788,994.466,-387.968,-566.238,13.3217,0.0594141,3.20264,-0.000294113,-0.130056,0.423724,0.423724,994.466,-387.887,-566.279,13.3227,0.0594591,3.19803,-0.000296586,-0.168287
0.408,0.213656,2.13713,992.633,-345.306,-549.581,9.19369,0.0503854,3.12039,-0.000163637,0.111907,0.24999,2.49928,993.072,-378.586,-573.547,18.7,0.0517743,3.28002,-0.000279141,-0.124996,0.430148,0.430148,993.072,-378.556,-573.572,18.6882,0.0517524,3.26676,-0.000281742,-0.166625
0.42,0.293665,2.07159,992.703,-347.876,-554.855,19.6448,0.0510292,3.32126,-0.000609062,-0.172986,0.249577,2.47145,993.054,-369.316,-582.654,19.2059,0.0524655,3.32952,-0.000252451,-0.165671,0.429928,0.429928,993.054,-369.456,-582.571,19.1999,0.0522993,3.32326,-0.000276531,-0.153159
0.432,0.209853,2.10119,994.105,-401.817,-649.28,55.8895,0.0460551,3.3225,-9.99478e-05,0.245475,0.242262,2.41245,994.583,-370.916,-572.5,18.5603,0.0492853,3.24793,-0.000263129,-0.160353,0.423531,0.423531,994.583,-371.135,-572.444,18.5686,0.0489751,3.25674,-0.000294684,-0.158846
0.444,0.26689,2.12776,993.926,-362.057,-566.357,2.04649,0.050728,3.29319,2.51084e-05,0.0762425,0.239829,2.42612,994.199,-373.473,-566.961,15.8258,0.0511709,3.22366,-0.00024027,-0.204273,0.406623,0.406623,994.199,-373.47,-567.028,15.795,0.0510781,3.22058,-0.000269109,-0.176002
0.456,0.216953,3.06324,995.468,-371.13,-541.18,26.2661,0.0556733,3.17271,0.000279688,0.0547564,0.411472,3.2874,995.966,-360.824,-557.142,16.789,0.0511606,3.2069,-0.000175781,-0.162396,0.514973,0.514973,995.966,-360.986,-557.026,16.7967,0.0514934,3.1971,-0.000245753,-0.180423
