corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,1.3739,13.9782,991.672,-416.722,-585.907,15.3683,0.0572552,3.32571,-0.00039259,-0.187074,1.6102,15.8376,995.842,-360.618,-541.29,12.661,0.0644072,3.12445,-0.000288927,-0.157525,2.73524,2.73524,995.842,-360.62,-541.284,12.6659,0.0643099,3.12333,-0.000296587,-0.158479
0.312,1.3936,13.9329,991.869,-414.008,-581.327,18.6088,0.0563641,3.33383,-0.000382551,-0.25332,1.57442,15.7986,995.995,-357.336,-540.283,12.9491,0.0636826,3.1168,-0.000286312,-0.157459,2.74576,2.74576,995.995,-357.393,-540.243,12.9574,0.063585,3.11569,-0.000294371,-0.158454
0.324,1.39568,14.0125,992.047,-410.741,-572.173,18.8003,0.0555937,3.34725,-0.000369339,-0.206533,1.58726,15.8192,996.152,-354.143,-539.201,13.2515,0.0629576,3.10903,-0.00028228,-0.156757,2.69892,2.69892,996.152,-354.196,-539.166,13.2577,0.0628727,3.10764,-0.000292149,-0.158465
0.336,1.3884,14.1235,992.246,-406.385,-577.219,14.3795,0.0548915,3.35251,-0.00035939,-0.230365,1.5832,15.7922,996.313,-350.918,-538.137,13.5458,0.0622255,3.1013,-0.000280716,-0.157207,2.72232,2.72232,996.313,-350.931,-538.135,13.5474,0.0621415,3.09989,-0.000289771,-0.158487
0.348,1.39421,14.9122,992.499,-403.238,-585.824,12.7082,0.0542974,3.33197,-0.000363406,-0.326064,2.41863,15.9186,996.477,-347.56,-537.168,13.8168,0.0614824,3.09371,-0.000279319,-0.157735,2.70892,2.70892,996.477,-347.55,-537.179,13.8139,0.0613897,3.09246,-0.000287706,-0.158493
0.36,1.38935,13.913,992.668,-399.011,-581.32,16.0386,0.0534051,3.31513,-0.000359861,-0.199721,1.56234,15.6792,996.645,-344.067,-536.296,14.0544,0.0607186,3.08643,-0.000277196,-0.157942,2.6958,2.6958,996.645,-344.048,-536.307,14.0558,0.0606144,3.08541,-0.000285338,-0.158504
0.372,1.37868,13.8502,992.878,-395.681,-565.804,22.1568,0.052797,3.30855,-0.000346086,-0.189424,1.56669,15.7834,996.815,-340.551,-535.433,14.2989,0.0599353,3.07947,-0.000275356,-0.15827,2.69617,2.69617,996.815,-340.528,-535.445,14.2986,0.0598343,3.07837,-0.000283017,-0.158584
0.384,1.38466,13.926,993.091,-389.564,-573.642,22.0848,0.0516503,3.29492,-0.000349614,-0.2258,1.56177,15.7453,996.988,-336.994,-534.584,14.5454,0.0591455,3.07255,-0.000272947,-0.158274,2.76452,2.76452,996.988,-336.993,-534.586,14.5462,0.0590545,3.07125,-0.000280648,-0.158555
0.396,1.37554,13.7734,993.292,-383.449,-570.845,18.803,0.0506591,3.28136,-0.000340275,-0.248989,1.57047,15.7305,997.164,-333.31,-533.835,14.7709,0.0583474,3.06578,-0.000269825,-0.157931,2.71909,2.71909,997.164,-333.301,-533.839,14.7702,0.0582369,3.06488,-0.000278155,-0.158688
0.408,1.37544,13.8697,993.499,-379.485,-581.009,15.3505,0.0497294,3.26279,-0.000344123,-0.200589,1.56503,15.5815,997.343,-329.743,-532.976,15.0375,0.0575458,3.05901,-0.000267341,-0.157872,2.77519,2.77519,997.343,-329.732,-532.987,15.0343,0.0574496,3.05781,-0.000275938,-0.158613
0.42,1.35626,13.6124,993.68,-375.162,-588.138,20.2126,0.0489203,3.25874,-0.000343956,-0.150912,1.54106,15.4109,997.525,-326.056,-532.197,15.2879,0.0567244,3.0526,-0.000265872,-0.1583,2.69907,2.69907,997.525,-326.062,-532.2,15.2883,0.056643,3.05108,-0.000273543,-0.15861
0.432,1.34716,13.4119,993.92,-369.382,-588.65,22.2753,0.0480078,3.26167,-0.000349937,-0.163312,1.5123,15.166,997.709,-322.149,-531.575,15.492,0.0558909,3.04636,-0.000263587,-0.158398,2.76825,2.76825,997.709,-322.088,-531.618,15.4827,0.0557721,3.04563,-0.000270993,-0.158666
0.444,1.3426,13.3508,994.165,-364.036,-573.09,17.3763,0.047176,3.26867,-0.000348653,-0.227251,1.5039,14.8425,997.897,-318.336,-530.858,15.731,0.0550502,3.04018,-0.000259506,-0.15774,2.77464,2.77464,997.897,-318.334,-530.854,15.7366,0.0549479,3.03906,-0.000268809,-0.158625
0.456,1.2682,12.6699,994.352,-359.954,-584.601,17.8003,0.0462723,3.26059,-0.000352934,-0.15232,1.43829,14.3388,998.087,-314.664,-530.004,16.0164,0.0542163,3.03372,-0.000256692,-0.157702,2.76531,2.76531,998.087,-314.661,-530.014,16.0145,0.0541305,3.03225,-0.000266061,-0.158643
0.468,1.2576,12.5611,994.592,-355.704,-575.275,23.9701,0.0455049,3.25596,-0.000332509,-0.205205,1.43297,14.3652,998.281,-310.775,-529.294,16.2549,0.0533605,3.02761,-0.000255091,-0.158219,2.784,2.784,998.281,-310.811,-529.285,16.2565,0.0532827,3.02599,-0.00026369,-0.158638
0.48,1.26778,12.6044,994.805,-349.547,-574.437,14.7895,0.0447012,3.2434,-0.000335945,-0.154323,1.43307,14.3404,998.477,-306.705,-528.721,16.4585,0.0524913,3.02169,-0.000251892,-0.157935,2.76364,2.76364,998.477,-306.747,-528.698,16.4603,0.0523892,3.02061,-0.000261119,-0.158614
0.492,1.26383,12.6289,995.002,-344.697,-566.671,20.3864,0.0436716,3.21909,-0.00030846,-0.130637,1.43422,14.3595,998.676,-302.799,-528.001,16.7037,0.0516177,3.01582,-0.000247044,-0.156909,2.76551,2.76551,998.676,-302.776,-528.021,16.7014,0.051523,3.01457,-0.000258237,-0.158528
0.504,1.26167,12.6349,995.239,-340.411,-571.358,10.9409,0.0426863,3.22351,-0.000276689,-0.16571,1.43292,14.3337,998.878,-298.826,-527.316,16.9689,0.0507311,3.01021,-0.000245933,-0.157588,2.77547,2.77547,998.878,-298.792,-527.342,16.9638,0.0506483,3.00869,-0.000255712,-0.15852
0.516,1.26605,12.6478,995.452,-336.991,-561.735,11.7664,0.0418747,3.19156,-0.000259727,-0.118999,1.43524,14.3509,999.083,-294.536,-526.852,17.191,0.0498252,3.00501,-0.000244658,-0.158169,2.7805,2.7805,999.083,-294.508,-526.875,17.184,0.0497146,3.0041,-0.000253198,-0.158568
